输入商标名,历史商标名,输入商标编号,历史商标编号,两个商标有共同小项？,汉字编辑距离相似度,拼音相似度,汉字包含被包含,汉字排列组合,汉字含义相近,汉字字形相似度,英文编辑距离相似度,英文包含被包含,英文排列组合,数字完全匹配,商标状态,历史商标状态,是否相似商标
花芊谷,桂花谷,17591920,15869060,True,0.33,0.55,0.33,0.67,0.66,0.83,0.0,0.0,0.0,0.0,1,1,1
花芊谷,芊花苑,17591920,16941637,True,0.0,0.31,0.33,0.67,0.03,0.75,0.0,0.0,0.0,0.0,1,1,1
花芊谷,谷花秀,17591920,11783497,True,0.0,0.36,0.33,0.67,0.02,0.76,0.0,0.0,0.0,0.0,1,1,1
花芊谷,花仟荟,17591920,15388017,True,0.33,0.83,0.33,0.33,0.59,0.67,0.0,0.0,0.0,0.0,1,1,1
花芊谷,花千骨,17591920,16751477,True,0.33,1.0,0.33,0.33,0.65,0.65,0.0,0.0,0.0,0.0,1,1,1
花芊谷,花谷源,17591920,12738697,True,0.33,0.36,0.33,0.67,0.61,0.77,0.0,0.0,0.0,0.0,1,1,1
花芊谷,花谷溏,17591920,16058040,True,0.33,0.45,0.33,0.67,0.59,0.77,0.0,0.0,0.0,0.0,1,1,1
花芊谷,花千骨,17591920,17046308,True,0.33,1.0,0.33,0.33,0.65,0.65,0.0,0.0,0.0,0.0,1,1,1
花芊谷,桃花谷,17591920,11620410,True,0.33,0.45,0.33,0.67,0.61,0.8,0.0,0.0,0.0,0.0,1,1,1
花芊谷,兰花谷,17591920,15755135,True,0.33,0.45,0.33,0.67,0.61,0.72,0.0,0.0,0.0,0.0,1,1,1
花芊谷,谷芽花,17591920,15772483,True,0.0,0.36,0.33,0.67,0.06,0.86,0.0,0.0,0.0,0.0,1,1,1
大街小象,九州通,17591504,3884208,True,0.0,0.35,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1,1,0
多彩公社 DOCOLOR,多彩公社 DOCOLOR,17173264,16015814,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1
RUSHANGHUI,联合多邦,17173215,3883154,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
东方华美,东方美景,17173226,11897556,True,0.5,0.61,0.5,0.75,0.86,0.81,0.0,0.0,0.0,0.0,1,1,1
东方华美,东方美瓷,17173226,10985871,True,0.5,0.71,0.5,0.75,0.86,0.82,0.0,0.0,0.0,0.0,1,1,1
榆钱,榆钱网,17173231,16676112,True,0.67,0.58,1.0,0.67,0.92,0.0,0.0,0.0,0.0,0.0,1,1,1
榆钱,榆钱儿,17173231,16676057,True,0.67,0.7,1.0,0.67,0.92,0.0,0.0,0.0,0.0,0.0,1,1,1
榆钱,豫谦,17173231,15620302,True,0.0,1.0,0.0,0.0,0.03,0.23,0.0,0.0,0.0,0.0,1,1,1
锦绣苏工,徽香源,17591167,3882923,True,0.0,0.27,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1,1,0
百汇农珍,农百汇,17173197,11699855,True,0.25,0.18,0.5,0.75,0.51,0.0,0.0,0.0,0.0,0.0,1,1,1
忆斗星,逗逗猩,17590946,4073024,True,0.0,0.75,0.0,0.0,0.07,0.38,0.0,0.0,0.0,0.0,1,1,1
忆斗星,义和兴,17590946,11886005,True,0.0,0.73,0.0,0.0,0.01,0.33,0.0,0.0,0.0,0.0,1,1,1
忆斗星,北斗星,17590946,15737816,True,0.67,0.83,0.67,0.67,0.91,0.39,0.0,0.0,0.0,0.0,1,1,1
忆斗星,一得行,17590946,16051265,True,0.0,0.82,0.0,0.0,0.05,0.21,0.0,0.0,0.0,0.0,1,1,1
忆斗星,壹斗金,17590946,17007567A,True,0.33,0.82,0.33,0.33,0.61,0.43,0.0,0.0,0.0,0.0,1,1,1
忆斗星,一统行,17590946,4810956,True,0.0,0.75,0.0,0.0,0.08,0.26,0.0,0.0,0.0,0.0,1,1,1
忆斗星,益斗粮,17590946,16083506,True,0.33,0.83,0.33,0.33,0.61,0.37,0.0,0.0,0.0,0.0,1,1,1
忆斗星,亿源兴,17590946,15772855,True,0.0,0.67,0.0,0.0,0.04,0.49,0.0,0.0,0.0,0.0,1,1,1
百汇农珍,联合多邦,17173197,3883154,True,0.0,0.24,0.0,0.0,0.04,0.44,0.0,0.0,0.0,0.0,1,1,0
小诺米,米诺其,17590675,17453994,True,0.33,0.64,0.33,0.67,0.61,0.63,0.0,0.0,0.0,0.0,1,1,1
小诺米,诺米,17590675,16019806,True,0.67,0.55,0.67,0.67,0.91,0.0,0.0,0.0,0.0,0.0,1,1,1
小诺米,诺米琦,17590675,14627357,True,0.33,0.36,0.67,0.67,0.58,0.58,0.0,0.0,0.0,0.0,1,1,1
小诺米,米小圈,17590675,16567991,True,0.0,0.33,0.33,0.67,0.02,0.47,0.0,0.0,0.0,0.0,1,1,1
小诺米,小米,17590675,10268553,True,0.67,0.64,0.33,0.67,0.9,0.0,0.0,0.0,0.0,0.0,1,1,1
小诺米,小米,17590675,10674565,True,0.67,0.64,0.33,0.67,0.9,0.0,0.0,0.0,0.0,0.0,1,1,1
小诺米,艾米诺,17590675,15781448,True,0.0,0.36,0.33,0.67,0.0,0.87,0.0,0.0,0.0,0.0,1,1,1
小诺米,小诺,17590675,15771815,True,0.67,0.73,0.67,0.67,0.91,0.0,0.0,0.0,0.0,0.0,1,1,1
小诺米,小诺熊,17590675,15771793,True,0.67,0.71,0.67,0.67,0.91,0.76,0.0,0.0,0.0,0.0,1,1,1
小诺米,米诺娃,17590675,5059980,True,0.33,0.55,0.33,0.67,0.62,0.61,0.0,0.0,0.0,0.0,1,1,1
任我通,任我秀,17590645,15214345,True,0.67,0.64,0.67,0.67,0.92,0.77,0.0,0.0,0.0,0.0,1,1,1
任我通,任我驰,17590645,15394320,True,0.67,0.64,0.67,0.67,0.91,0.83,0.0,0.0,0.0,0.0,1,1,1
任我通,仁通,17590645,6194201,True,0.33,0.73,0.33,0.33,0.62,0.0,0.0,0.0,0.0,0.0,1,1,1
任我通,人脉通,17590645,16113452,True,0.33,0.75,0.33,0.33,0.62,0.32,0.0,0.0,0.0,0.0,1,0,1
任我通,人人通,17590645,4596457,True,0.33,0.75,0.33,0.33,0.63,0.23,0.0,0.0,0.0,0.0,1,1,1
佳冲 JC,甲克虫,17173183,15908399,True,0.0,0.75,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1,1,1
佳冲 JC,甲骨虫,17173183,16063151,True,0.0,0.75,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1,1,1
佳冲 JC,嘉城 JC,17173183,16059073,True,0.0,0.89,0.0,0.0,0.05,0.36,1.0,1.0,1.0,0.0,1,1,1
上辐电线,红点子,17173171,3882686,True,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
安斯利,安之力,17590431,4325200,True,0.33,0.78,0.33,0.33,0.61,0.41,0.0,0.0,0.0,0.0,1,1,1
安斯利,安康利,17590431,16479714,True,0.67,0.6,0.33,0.67,0.91,0.78,0.0,0.0,0.0,0.0,1,1,1
安斯利,欧利斯,17590431,16601623,True,0.0,0.5,0.33,0.67,0.01,0.83,0.0,0.0,0.0,0.0,1,1,1
安斯利,安可力,17590431,11397170,True,0.33,0.75,0.33,0.33,0.65,0.49,0.0,0.0,0.0,0.0,1,1,1
安斯利,伯思立,17590431,15515200,True,0.0,0.75,0.0,0.0,0.02,0.37,0.0,0.0,0.0,0.0,1,1,1
安斯利,福利安,17590431,15518088,True,0.0,0.38,0.33,0.67,0.01,0.55,0.0,0.0,0.0,0.0,1,1,1
安斯利,健利安,17590431,15491515,True,0.0,0.5,0.33,0.67,0.03,0.78,0.0,0.0,0.0,0.0,1,1,1
安斯利,天思丽,17590431,15997186,True,0.0,0.8,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,1,1,1
安斯利,雷斯利,17590431,8786625,True,0.67,0.67,0.67,0.67,0.93,0.77,0.0,0.0,0.0,0.0,1,1,1
安斯利,安立新,17590431,15736218,True,0.33,0.67,0.33,0.33,0.63,0.66,0.0,0.0,0.0,0.0,1,1,1
安斯利,安司林,17590431,15736208,True,0.33,0.89,0.33,0.33,0.61,0.57,0.0,0.0,0.0,0.0,1,1,1
安斯利,谢利安,17590431,11790908,True,0.0,0.33,0.33,0.67,0.0,0.78,0.0,0.0,0.0,0.0,1,1,1
安斯利,利安灵,17590431,4493080,True,0.0,0.4,0.33,0.67,0.04,0.81,0.0,0.0,0.0,0.0,1,1,1
安斯利,斯利康,17590431,16763766,True,0.33,0.3,0.67,0.67,0.62,0.76,0.0,0.0,0.0,0.0,1,1,1
安斯利,安喜利,17590431,15559830,True,0.67,0.88,0.33,0.67,0.91,0.81,0.0,0.0,0.0,0.0,1,1,1
安斯利,芬丝利,17590431,15954046,True,0.33,0.78,0.33,0.33,0.59,0.67,0.0,0.0,0.0,0.0,1,1,1
安斯利,伊斯安,17590431,17538840,True,0.33,0.5,0.33,0.67,0.6,0.76,0.0,0.0,0.0,0.0,1,1,1
安斯利,安福利,17590431,4474301,True,0.67,0.75,0.33,0.67,0.91,0.55,0.0,0.0,0.0,0.0,1,1,1
安斯利,科利安,17590431,16118682,True,0.0,0.38,0.33,0.67,0.04,0.81,0.0,0.0,0.0,0.0,1,1,1
安斯利,瑞利安,17590431,16089090,True,0.0,0.33,0.33,0.67,0.03,0.79,0.0,0.0,0.0,0.0,1,1,1
安斯利,康斯安,17590431,3852701,True,0.33,0.6,0.33,0.67,0.6,0.76,0.0,0.0,0.0,0.0,1,1,1
安斯利,安海斯,17590431,4260938,True,0.33,0.67,0.33,0.67,0.61,0.77,0.0,0.0,0.0,0.0,1,1,1
宏阳天下 UNIVERSAL SUN,MEILANJIAZU,17173161,3882180,True,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
SSS,联合多邦,17590418,3883154,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
斯密特保罗 SMITHPOLOV,NJPALEO,17590306,3883194,True,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,1,1,0
天一琴茶,红星,17590390,3883619,True,0.0,0.27,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1,1,0
优品道  YOPINDO,劲霸;KBOXING,17590301,1589593,True,0.0,0.36,0.0,0.0,0.05,0.0,0.64,0.0,0.0,0.0,1,1,0
太阳宝贝,太极宝贝,17173141,13745776,True,0.75,0.75,0.5,0.75,0.93,0.69,0.0,0.0,0.0,0.0,1,1,1
太阳宝贝,太阳宝宝,17173141,11525419,True,0.75,0.88,0.75,0.75,0.93,0.81,0.0,0.0,0.0,0.0,1,1,1
太阳宝贝,太极保贝,17173141,12254241,True,0.5,0.75,0.25,0.5,0.86,0.56,0.0,0.0,0.0,0.0,1,1,1
TRACTUS,联合多邦,17173103,3883154,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
筑艺堂,盛艺堂,17173084,15378528,True,0.67,0.69,0.67,0.67,0.92,0.57,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,弘医堂,17173084,17108564,True,0.33,0.67,0.33,0.33,0.65,0.54,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,荣壹堂,17173084,17116077,True,0.33,0.67,0.33,0.33,0.58,0.58,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,振益堂,17173084,6758919,True,0.33,0.83,0.33,0.33,0.6,0.57,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,弘医堂,17173084,16697256A,True,0.33,0.67,0.33,0.33,0.65,0.54,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,嘉奕堂,17173084,16694570,True,0.33,0.73,0.33,0.33,0.57,0.53,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,弘医堂,17173084,16683497,True,0.33,0.67,0.33,0.33,0.65,0.54,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,四艺堂,17173084,16484011,True,0.67,0.73,0.67,0.67,0.91,0.57,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,荟医堂,17173084,16232218,True,0.33,0.82,0.33,0.33,0.63,0.6,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,杏遗堂,17173084,16210557,True,0.33,0.67,0.33,0.33,0.62,0.58,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,龙驿堂,17173084,15528391,True,0.33,0.67,0.33,0.33,0.59,0.29,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,鼎艺堂,17173084,15497590,True,0.67,0.67,0.67,0.67,0.92,0.78,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,珑意堂,17173084,15421309,True,0.33,0.67,0.33,0.33,0.6,0.62,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,御医堂,17173084,13710554,True,0.33,0.82,0.33,0.33,0.6,0.6,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,益颐堂,17173084,15838114,True,0.33,0.73,0.33,0.33,0.61,0.56,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,耕艺堂,17173084,15851472,True,0.67,0.67,0.67,0.67,0.92,0.81,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,合颐堂,17173084,16939331,True,0.33,0.82,0.33,0.33,0.6,0.57,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,四怡堂,17173084,11983816,True,0.33,0.73,0.33,0.33,0.64,0.51,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,云一堂,17173084,4548811,True,0.33,0.73,0.33,0.33,0.61,0.53,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,泓一堂,17173084,12107357,True,0.33,0.67,0.33,0.33,0.6,0.58,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,灸益堂,17173084,13285255,True,0.33,0.82,0.33,0.33,0.6,0.57,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,如医堂,17173084,15609024,True,0.33,0.82,0.33,0.33,0.62,0.58,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,张一堂,17173084,15608352,True,0.33,0.77,0.33,0.33,0.62,0.56,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,同义堂,17173084,15443387,True,0.33,0.67,0.33,0.33,0.57,0.31,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,拾意堂,17173084,16655093,True,0.33,0.82,0.33,0.33,0.61,0.66,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,润逸堂,17173084,16675903,True,0.33,0.73,0.33,0.33,0.63,0.51,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,路易唐,17173084,5906089,True,0.0,0.82,0.0,0.0,0.06,0.3,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,徽义堂,17173084,16841024,True,0.33,0.82,0.33,0.33,0.61,0.26,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,韵艺堂,17173084,16448739,True,0.67,0.73,0.67,0.67,0.92,0.87,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,黑义堂,17173084,15544793,True,0.33,0.73,0.33,0.33,0.68,0.29,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,德义堂,17173084,16173290,True,0.33,0.73,0.33,0.33,0.58,0.26,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,尽意堂,17173084,16564041,True,0.33,0.73,0.33,0.33,0.61,0.3,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,五宜堂,17173084,16527873,True,0.33,0.82,0.33,0.33,0.62,0.52,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,全医堂,17173084,15563806,True,0.33,0.67,0.33,0.33,0.58,0.6,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,太医堂,17173084,13696409,True,0.33,0.73,0.33,0.33,0.57,0.56,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,竹仁堂,17173084,13672744,True,0.33,0.75,0.33,0.33,0.6,0.56,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,艺发堂,17173084,16112021,True,0.33,0.55,0.33,0.67,0.61,0.51,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,竹聚堂,17173084,16107906,True,0.33,0.82,0.33,0.33,0.59,0.57,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,和义堂,17173084,16358347,True,0.33,0.82,0.33,0.33,0.6,0.32,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,术艺堂,17173084,16383141A,True,0.67,0.91,0.67,0.67,0.92,0.78,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,闽一堂,17173084,16382514,True,0.33,0.73,0.33,0.33,0.62,0.53,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,千翼堂,17173084,16395810,True,0.33,0.67,0.33,0.33,0.6,0.55,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,三义堂,17173084,15822374,True,0.33,0.73,0.33,0.33,0.56,0.29,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,扁医堂,17173084,15767290,True,0.33,0.67,0.33,0.33,0.62,0.58,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,瑞医堂,17173084,15784991,True,0.33,0.73,0.33,0.33,0.62,0.57,0.0,0.0,0.0,0.0,1,1,1
筑艺堂,全一堂,17173084,15771930,True,0.33,0.67,0.33,0.33,0.61,0.58,0.0,0.0,0.0,0.0,1,1,1
玖富钱包,好付钱包,21217235,16876397,True,0.5,0.8,0.5,0.5,0.86,0.36,0.0,0.0,0.0,0.0,0,0,1
多彩 公社 DOCOLOR,红星,17173048,3883619,True,0.0,0.25,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,0
泊乐,小儿侯,17173022,3882808,True,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
亲乐宝,宝乐,17172987,15949085,True,0.33,0.3,0.33,0.67,0.61,0.0,0.0,0.0,0.0,0.0,1,1,1
亲乐宝,艾乐宝,17172987,15725537,True,0.67,0.8,0.67,0.67,0.91,0.68,0.0,0.0,0.0,0.0,1,1,1
亲乐宝,宝得乐,17172987,16584632,True,0.0,0.3,0.33,0.67,0.02,0.71,0.0,0.0,0.0,0.0,1,1,1
亲乐宝,乐融宝,17172987,16053451,True,0.33,0.36,0.33,0.67,0.63,0.68,0.0,0.0,0.0,0.0,1,1,1
亲乐宝,千宝乐,17172987,16105278,True,0.0,0.36,0.33,0.67,0.09,0.64,0.0,0.0,0.0,0.0,1,1,1
璨辉,灿辉;CH,17173018,4109135,True,0.5,1.0,0.5,0.5,0.85,0.49,0.0,0.0,0.0,0.0,1,1,1
BACL,百润发,1691602,1647682,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
野兽,野兽派,17172988,16335413,True,0.67,0.64,1.0,0.67,0.92,0.0,0.0,0.0,0.0,0.0,1,1,1
建龙,联合多邦,17172971,3883154,True,0.0,0.44,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1,1,0
莱肯 LYKAN,徕柯 LYKAN,17172948,17091165,True,0.0,0.86,0.0,0.0,0.01,0.68,1.0,1.0,1.0,0.0,1,1,1
MORI ROSEN MR,爱喜,17172941,3882023,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
中修方睿,东方理想集团,17172922,3882913,True,0.0,0.35,0.25,0.17,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
BEZOS,联合多邦,17172928,3883154,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
BIM BISON INVESTMENT MANAGEMENT,MEILANJIAZU,17172916,3882180,True,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,1,1,0
海析  HISEEL,嗨喜,17172852,15856397,True,0.0,1.0,0.0,0.0,0.05,0.59,0.0,0.0,0.0,0.0,1,1,1
海析  HISEEL,海熙,17172852,11576081,True,0.5,1.0,0.5,0.5,0.86,0.61,0.0,0.0,0.0,0.0,1,1,1
安视,安可适,21439213,16322472,True,0.33,0.67,0.5,0.33,0.6,0.0,0.0,0.0,0.0,0.0,0,1,1
安视,安儿适,21439213,15391890,True,0.33,0.67,0.5,0.33,0.59,0.0,0.0,0.0,0.0,0.0,0,1,1
一角禅 乐陶手作,星火,17172829,3881992,True,0.0,0.21,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1,1,0
利玛特,时玛特,17587989,16686364,True,0.67,0.78,0.67,0.67,0.91,0.7,0.0,0.0,0.0,0.0,1,1,1
利玛特,百马特,17587989,16724139,True,0.33,0.78,0.33,0.33,0.64,0.39,0.0,0.0,0.0,0.0,1,1,1
利玛特,新玛特,17587989,1622030,True,0.67,0.78,0.67,0.67,0.92,0.63,0.0,0.0,0.0,0.0,1,1,1
利玛特,柏特利,17587989,15523057,True,0.0,0.33,0.33,0.67,0.02,0.57,0.0,0.0,0.0,0.0,1,1,1
利玛特,安利玛,17587989,15500974,True,0.33,0.25,0.67,0.67,0.61,0.7,0.0,0.0,0.0,0.0,1,0,1
利玛特,星特利,17587989,15132796,True,0.0,0.3,0.33,0.67,0.04,0.81,0.0,0.0,0.0,0.0,1,1,1
利玛特,洁利特,17587989,12223308,True,0.33,0.56,0.33,0.67,0.6,0.89,0.0,0.0,0.0,0.0,1,1,1
利玛特,茶利玛,17587989,13828722,True,0.33,0.22,0.67,0.67,0.6,0.8,0.0,0.0,0.0,0.0,1,1,1
利玛特,索玛特,17587989,11976042,True,0.67,0.67,0.67,0.67,0.91,0.6,0.0,0.0,0.0,0.0,1,1,1
利玛特,维利特,17587989,4036084,True,0.33,0.56,0.33,0.67,0.61,0.62,0.0,0.0,0.0,0.0,1,1,1
利玛特,三利特,17587989,1562623,True,0.33,0.44,0.33,0.67,0.61,0.81,0.0,0.0,0.0,0.0,1,1,1
利玛特,维玛特,17587989,14135792,True,0.67,0.78,0.67,0.67,0.91,0.65,0.0,0.0,0.0,0.0,1,1,1
利玛特,思玛特,17587989,13301485,True,0.67,0.88,0.67,0.67,0.92,0.63,0.0,0.0,0.0,0.0,1,1,1
利玛特,威特利,17587989,1634179,True,0.0,0.33,0.33,0.67,0.02,0.81,0.0,0.0,0.0,0.0,1,1,1
利玛特,鑫特利,17587989,12453267,True,0.0,0.33,0.33,0.67,0.0,0.47,0.0,0.0,0.0,0.0,1,1,1
利玛特,中利特,17587989,11263150,True,0.33,0.36,0.33,0.67,0.61,0.57,0.0,0.0,0.0,0.0,1,1,1
利玛特,伯特利,17587989,4762961,True,0.0,0.25,0.33,0.67,0.01,0.6,0.0,0.0,0.0,0.0,1,1,1
利玛特,玛柯利,17587989,11494330,True,0.0,0.25,0.33,0.67,0.04,0.83,0.0,0.0,0.0,0.0,1,1,1
利玛特,喜玛特,17587989,11422834,True,0.67,0.88,0.67,0.67,0.91,0.64,0.0,0.0,0.0,0.0,1,1,1
利玛特,凯马特,17587989,11624855,True,0.33,0.78,0.33,0.33,0.59,0.38,0.0,0.0,0.0,0.0,1,1,1
利玛特,百利特,17587989,4593015,True,0.33,0.56,0.33,0.67,0.62,0.86,0.0,0.0,0.0,0.0,1,1,1
利玛特,格利玛,17587989,16361543,True,0.33,0.25,0.67,0.67,0.62,0.73,0.0,0.0,0.0,0.0,1,1,1
利玛特,绿玛特,17587989,14343622,True,0.67,0.88,0.67,0.67,0.91,0.68,0.0,0.0,0.0,0.0,1,1,1
前海野牛,MEILANJIAZU,17172804,3882180,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
南浦 NP,WEI-T.,17587620,3882342,True,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,1,1,0
蔡,蔡李佛,17587824,5397166,True,0.33,0.33,1.0,0.33,0.6,0.0,0.0,0.0,0.0,0.0,1,1,1
蔡,蔡福记,17587824,11136998,True,0.33,0.33,1.0,0.33,0.64,0.0,0.0,0.0,0.0,0.0,1,1,1
蔡,蔡义古,17587824,15775877,True,0.33,0.33,1.0,0.33,0.58,0.0,0.0,0.0,0.0,0.0,1,1,1
AIKE,欧美佳,17587814,3882675,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
熊猫明天,熊猫照明,17587359,13194699,True,0.5,0.63,0.5,0.75,0.85,0.83,0.0,0.0,0.0,0.0,1,1,1
小时候 CHILDHOOD,八公山;B.G.S,17172591,303356,True,0.0,0.17,0.0,0.0,0.03,0.47,0.28,0.0,0.0,0.0,1,1,0
贝佐斯,优贝斯,17172582,16300917,True,0.33,0.4,0.33,0.67,0.62,0.86,0.0,0.0,0.0,0.0,1,1,1
