输入商标名,历史商标名,输入商标编号,历史商标编号,两个商标有共同小项？,汉字编辑距离相似度,拼音相似度,汉字包含被包含,汉字排列组合,汉字含义相近,汉字字形相似度,英文编辑距离相似度,英文包含被包含,英文排列组合,数字完全匹配,商标状态,历史商标状态,是否相似商标
泰莉宝,稀宝泰,16902097,15851444,True,0.0,0.3,0.33,0.67,0.01,0.81,0.0,0.0,0.0,0.0,1,1,1
泰莉宝,参力宝,16902097,4224633,True,0.33,0.8,0.33,0.33,0.62,0.28,0.0,0.0,0.0,0.0,1,1,1
泰莉宝,亚泰宝,16902097,15984344,True,0.33,0.6,0.33,0.67,0.6,0.8,0.0,0.0,0.0,0.0,1,1,1
泰莉宝,刺梨宝,16902097,16640407,True,0.33,0.8,0.33,0.33,0.63,0.78,0.0,0.0,0.0,0.0,1,1,1
泰莉宝,爱宝莉,16902097,15704175,True,0.0,0.3,0.33,0.67,0.11,0.8,0.0,0.0,0.0,0.0,1,1,1
泰莉宝,泰宝晶,16902097,16326649,True,0.33,0.42,0.33,0.67,0.61,0.57,0.0,0.0,0.0,0.0,1,1,1
泰莉宝,是立宝,16902097,16295969,True,0.33,0.8,0.33,0.33,0.64,0.39,0.0,0.0,0.0,0.0,1,1,1
泰莉宝,脉力宝,16902097,15419412,True,0.33,0.9,0.33,0.33,0.62,0.28,0.0,0.0,0.0,0.0,1,1,1
泰莉宝,宝利泰,16902097,1588370,True,0.0,0.6,0.33,0.67,0.02,0.9,0.0,0.0,0.0,0.0,1,1,1
泰莉宝,加力保,16902097,16790231A,True,0.0,0.7,0.0,0.0,0.03,0.31,0.0,0.0,0.0,0.0,1,1,1
泰莉宝,泰利雪,16902097,16767705,True,0.33,0.7,0.33,0.33,0.6,0.66,0.0,0.0,0.0,0.0,1,1,1
泰莉宝,积力宝,16902097,15599489,True,0.33,0.8,0.33,0.33,0.57,0.38,0.0,0.0,0.0,0.0,1,1,1
泰莉宝,台芝宝,16902097,11150576,True,0.33,0.82,0.33,0.33,0.61,0.32,0.0,0.0,0.0,0.0,1,1,1
泰莉宝,泰力先,16902097,16170968,True,0.33,0.73,0.33,0.33,0.6,0.48,0.0,0.0,0.0,0.0,1,1,1
泰莉宝,加利宝,16902097,11429153,True,0.33,0.7,0.33,0.33,0.6,0.32,0.0,0.0,0.0,0.0,1,1,1
泰莉宝,宝祥泰,16902097,15959597,True,0.0,0.38,0.33,0.67,0.03,0.57,0.0,0.0,0.0,0.0,1,1,1
泰莉宝,泰利得,16902097,900645,True,0.33,0.7,0.33,0.33,0.6,0.72,0.0,0.0,0.0,0.0,1,1,1
泰莉宝,嘉宝莉,16902097,13800575,True,0.0,0.2,0.33,0.67,0.02,0.79,0.0,0.0,0.0,0.0,1,1,1
泰莉宝,大礼包,16902097,15787139,True,0.0,0.8,0.0,0.0,0.01,0.25,0.0,0.0,0.0,0.0,1,1,1
泰莉宝,傦力宝,16902097,15808780,True,0.33,0.7,0.33,0.33,0.6,0.2,0.0,0.0,0.0,0.0,1,1,1
泰莉宝,泰立沙,16902097,1620407,True,0.33,0.7,0.33,0.33,0.6,0.59,0.0,0.0,0.0,0.0,1,1,1
泰莉宝,玉力宝,16902097,11822600,True,0.33,0.7,0.33,0.33,0.61,0.31,0.0,0.0,0.0,0.0,1,1,1
金康达,康诺达,17576823,16217620,True,0.33,0.36,0.33,0.67,0.64,0.64,0.0,0.0,0.0,0.0,1,1,1
金康达,金仕康,17576823,15859450,True,0.33,0.42,0.33,0.67,0.61,0.72,0.0,0.0,0.0,0.0,1,1,1
金康达,福达康,17576823,6863227,True,0.0,0.27,0.33,0.67,0.05,0.64,0.0,0.0,0.0,0.0,1,1,1
金康达,康自达,17576823,16314183,True,0.33,0.36,0.33,0.67,0.65,0.64,0.0,0.0,0.0,0.0,1,1,1
金康达,达仕康,17576823,17381118A,True,0.0,0.18,0.33,0.67,0.02,0.36,0.0,0.0,0.0,0.0,1,1,1
金康达,康思达,17576823,15960755,True,0.33,0.36,0.33,0.67,0.61,0.64,0.0,0.0,0.0,0.0,1,1,1
金康达,安康达,17576823,15655358,True,0.67,0.82,0.67,0.67,0.91,0.36,0.0,0.0,0.0,0.0,1,1,1
金康达,康芝金,17576823,16392164,True,0.0,0.17,0.33,0.67,0.0,0.89,0.0,0.0,0.0,0.0,1,1,1
金康达,金禧康,17576823,15822583,True,0.33,0.45,0.33,0.67,0.59,0.73,0.0,0.0,0.0,0.0,1,1,1
金康达,达康,17576823,12140053,True,0.33,0.45,0.33,0.67,0.62,0.0,0.0,0.0,0.0,0.0,1,1,1
慧泉骑士,汇泉时代,16895670,16084504,True,0.25,0.75,0.25,0.25,0.49,0.41,0.0,0.0,0.0,0.0,1,1,1
十微,史维迪,17170910,16115422,True,0.0,0.7,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,1
飞觅 OS,景秀瓷丽,17170904,3883999,True,0.0,0.21,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1,1,0
四美,萼山,17576776,1642702,True,0.0,0.0,0.0,0.0,0.04,0.37,0.0,0.0,0.0,0.0,1,1,0
聪欣,聪欣,17576832,16505891,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1
久本,红点子,17170908,3882686,True,0.0,0.17,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,0
世联 WORUN,世联达,17576734,16209140,True,0.67,0.73,1.0,0.67,0.92,0.0,0.0,0.0,0.0,0.0,1,1,1
世联 WORUN,世联集,17576734,16538086,True,0.67,0.73,1.0,0.67,0.91,0.0,0.0,0.0,0.0,0.0,1,1,1
世联 WORUN,视联,17576734,11933954,True,0.5,1.0,0.5,0.5,0.85,0.69,0.0,0.0,0.0,0.0,1,1,1
世联 WORUN,世联,17576734,11933933,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1
解释,歌洁诗,17576707,15462944,True,0.0,0.7,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,1,1,1
解释,雅杰仕,17576707,17030167,True,0.0,0.7,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1,1,1
解释,颉饰宿,17576707,16156678,True,0.0,0.7,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1,1,1
魅女王,魅力女王,17170810,16275509,True,0.75,0.79,0.67,0.75,0.93,0.0,0.0,0.0,0.0,0.0,1,1,1
香之君,祥祉圆,17170756,16176252,True,0.0,0.86,0.0,0.0,0.03,0.38,0.0,0.0,0.0,0.0,1,1,1
鹤年堂,鹤年,17170813,1106121,True,0.67,0.58,0.67,0.67,0.91,0.0,0.0,0.0,0.0,0.0,1,1,1
源渭,缘为,17170831,16606170,True,0.0,1.0,0.0,0.0,0.09,0.24,0.0,0.0,0.0,0.0,1,1,1
源渭,缘味谷,17170831,16094370,True,0.0,0.73,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1,1,1
源渭,源梓味,17170831,15477693,True,0.33,0.73,0.5,0.33,0.61,0.0,0.0,0.0,0.0,0.0,1,1,1
源渭,原味林,17170831,13757062,True,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
源渭,圆胃 MARUYI,17170831,15875874,True,0.0,1.0,0.0,0.0,0.01,0.4,0.0,0.0,0.0,0.0,1,1,1
源渭,原味淘,17170831,15998730,True,0.0,0.67,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1,1,1
源渭,苑味 42,17170831,8792258,True,0.0,1.0,0.0,0.0,0.05,0.36,0.0,0.0,0.0,0.0,1,1,1
源渭,源味多,17170831,16931004,True,0.33,0.67,0.5,0.33,0.63,0.0,0.0,0.0,0.0,0.0,1,1,1
源渭,原味包,17170831,15966161,True,0.0,0.67,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1,1,1
源渭,猿古味,17170831,15645801,True,0.0,0.73,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,1,1,1
AMYEE,东方理想集团,17576509,3882913,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
品瑞照明,昇芮照明,17576123,15451515,True,0.5,0.79,0.5,0.5,0.85,0.52,0.0,0.0,0.0,0.0,1,1,1
品瑞照明,品升照明,17576123,10635677,True,0.75,0.74,0.5,0.75,0.93,0.66,0.0,0.0,0.0,0.0,1,1,1
品瑞照明,锐琦照明,17576123,16531784,True,0.5,0.71,0.5,0.5,0.85,0.65,0.0,0.0,0.0,0.0,1,1,1
品瑞照明,瑞馨照明,17576123,16859668,True,0.5,0.65,0.5,0.75,0.85,0.74,0.0,0.0,0.0,0.0,1,1,1
喀贝尔原木定制,MEIHAO,17170479,3883309,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
91 ICT 一站采购 专业平台,景秀瓷丽,17576114,3883999,True,0.0,0.27,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1,1,0
隐元,银鑫源,17170861,16237504,True,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
隐元,印源,17170861,16192834,True,0.0,1.0,0.0,0.0,0.03,0.34,0.0,0.0,0.0,0.0,1,1,1
灶脚,红星,17170489,3883619,True,0.0,0.22,0.0,0.0,0.06,0.45,0.0,0.0,0.0,0.0,1,1,0
AICS,红点子,17576103,3882686,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
利亚,阿丽娅 ALIYE,17170493,16907076,True,0.0,0.71,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1,1,1
利亚,力雅,17170493,16106267,True,0.0,1.0,0.0,0.0,0.01,0.25,0.0,0.0,0.0,0.0,1,1,1
苏枫娇子,红点子,16931989,3882686,True,0.25,0.53,0.25,0.25,0.49,0.0,0.0,0.0,0.0,0.0,1,1,0
云蒙丰果 M,徽香源,17576076,3882923,True,0.0,0.29,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,0
长城长牌,为保舒,17170547,3883501,True,0.0,0.19,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1,1,0
谛艾仕,艾力士,17575926,15449177,True,0.0,0.78,0.33,0.33,0.01,0.19,0.0,0.0,0.0,0.0,1,1,1
谛艾仕,缔亚时,17575926,10792054,True,0.0,0.78,0.0,0.0,0.03,0.6,0.0,0.0,0.0,0.0,1,1,1
谛艾仕,艾马仕,17575926,15705267,True,0.33,0.67,0.33,0.67,0.61,0.19,0.0,0.0,0.0,0.0,1,1,1
谛艾仕,凯迪仕,17575926,15734095,True,0.33,0.7,0.33,0.33,0.62,0.54,0.0,0.0,0.0,0.0,1,1,1
谛艾仕,铂帝仕,17575926,15442863,True,0.33,0.67,0.33,0.33,0.65,0.67,0.0,0.0,0.0,0.0,1,1,1
谛艾仕,欧迪士,17575926,16745911,True,0.0,0.67,0.0,0.0,0.04,0.38,0.0,0.0,0.0,0.0,1,1,1
谛艾仕,爱囍仕,17575926,15457864,True,0.33,0.78,0.33,0.33,0.61,0.22,0.0,0.0,0.0,0.0,1,1,1
谛艾仕,艾菲诗,17575926,15900272A,True,0.0,0.7,0.33,0.33,0.06,0.58,0.0,0.0,0.0,0.0,1,1,1
谛艾仕,卡迪士,17575926,15750737,True,0.0,0.67,0.0,0.0,0.06,0.45,0.0,0.0,0.0,0.0,1,1,1
谛艾仕,艾迪斯,17575926,15767845,True,0.0,0.67,0.33,0.33,0.06,0.54,0.0,0.0,0.0,0.0,1,1,1
益元堂,本源堂,17170549,11754940,True,0.33,0.77,0.33,0.33,0.61,0.62,0.0,0.0,0.0,0.0,1,1,1
益元堂,元品堂,17170549,12198330,True,0.33,0.54,0.33,0.67,0.6,0.64,0.0,0.0,0.0,0.0,1,1,1
益元堂,益元多,17170549,17110052,True,0.67,0.67,0.67,0.67,0.91,0.73,0.0,0.0,0.0,0.0,1,1,1
益元堂,林源堂,17170549,16135122,True,0.33,0.85,0.33,0.33,0.62,0.61,0.0,0.0,0.0,0.0,1,1,1
益元堂,夷叶堂,17170549,16137707,True,0.33,0.75,0.33,0.33,0.59,0.47,0.0,0.0,0.0,0.0,1,1,1
益元堂,振益堂,17170549,6758922,True,0.33,0.42,0.33,0.67,0.61,0.8,0.0,0.0,0.0,0.0,1,1,1
益元堂,一方塘,17170549,16697369,True,0.0,0.75,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,1,1,1
益元堂,夷云堂,17170549,16727802,True,0.33,0.92,0.33,0.33,0.58,0.38,0.0,0.0,0.0,0.0,1,1,1
益元堂,一元古,17170549,16712262,True,0.33,0.67,0.33,0.33,0.58,0.5,0.0,0.0,0.0,0.0,1,1,1
益元堂,壹朴堂,17170549,16497134,True,0.33,0.75,0.33,0.33,0.59,0.43,0.0,0.0,0.0,0.0,1,1,1
益元堂,万元堂,17170549,16465401,True,0.67,0.77,0.67,0.67,0.91,0.52,0.0,0.0,0.0,0.0,1,1,1
益元堂,馥源堂,17170549,16233868,True,0.33,0.83,0.33,0.33,0.59,0.56,0.0,0.0,0.0,0.0,1,1,1
益元堂,懿寿堂,17170549,16232293,True,0.33,0.67,0.33,0.33,0.64,0.29,0.0,0.0,0.0,0.0,1,1,1
益元堂,柑源堂,17170549,16231633,True,0.33,0.77,0.33,0.33,0.62,0.56,0.0,0.0,0.0,0.0,1,1,1
益元堂,益养元,17170549,16220170,True,0.33,0.58,0.33,0.67,0.6,0.76,0.0,0.0,0.0,0.0,1,1,1
益元堂,六源堂,17170549,16209832,True,0.33,0.85,0.33,0.33,0.64,0.65,0.0,0.0,0.0,0.0,1,1,1
益元堂,艺元素,17170549,16192303,True,0.33,0.67,0.33,0.33,0.58,0.49,0.0,0.0,0.0,0.0,1,1,1
益元堂,易文堂,17170549,16194581,True,0.33,0.75,0.33,0.33,0.61,0.38,0.0,0.0,0.0,0.0,1,1,1
益元堂,一亩塘,17170549,16266050A,True,0.0,0.75,0.0,0.0,0.03,0.33,0.0,0.0,0.0,0.0,1,1,1
益元堂,忆风堂,17170549,16253524,True,0.33,0.67,0.33,0.33,0.62,0.3,0.0,0.0,0.0,0.0,1,1,1
益元堂,茶源堂,17170549,14028317,True,0.33,0.77,0.33,0.33,0.58,0.6,0.0,0.0,0.0,0.0,1,1,1
益元堂,志缘堂,17170549,16073917,True,0.33,0.85,0.33,0.33,0.61,0.35,0.0,0.0,0.0,0.0,1,1,1
益元堂,驿云堂,17170549,16778689,True,0.33,0.92,0.33,0.33,0.61,0.44,0.0,0.0,0.0,0.0,1,1,1
益元堂,益康元,17170549,15505270,True,0.33,0.5,0.33,0.67,0.6,0.76,0.0,0.0,0.0,0.0,1,1,1
益元堂,护元堂,17170549,15505222,True,0.67,0.83,0.67,0.67,0.92,0.58,0.0,0.0,0.0,0.0,1,1,1
益元堂,锦媛堂,17170549,15532283,True,0.33,0.85,0.33,0.33,0.61,0.42,0.0,0.0,0.0,0.0,1,1,1
益元堂,四溢堂,17170549,15486117,True,0.33,0.67,0.33,0.33,0.63,0.72,0.0,0.0,0.0,0.0,1,1,1
益元堂,懿丰堂,17170549,15483966,True,0.33,0.67,0.33,0.33,0.62,0.32,0.0,0.0,0.0,0.0,1,1,1
益元堂,益草堂,17170549,15479118,True,0.67,0.75,0.33,0.67,0.92,0.74,0.0,0.0,0.0,0.0,1,1,1
益元堂,舒元堂,17170549,15483080,True,0.67,0.77,0.67,0.67,0.92,0.6,0.0,0.0,0.0,0.0,1,1,1
益元堂,亲源堂,17170549,15421458,True,0.33,0.85,0.33,0.33,0.63,0.6,0.0,0.0,0.0,0.0,1,1,1
益元堂,益品堂,17170549,1557794,True,0.67,0.75,0.33,0.67,0.92,0.78,0.0,0.0,0.0,0.0,1,1,1
益元堂,颐妍堂,17170549,13749277,True,0.33,0.92,0.33,0.33,0.63,0.4,0.0,0.0,0.0,0.0,1,1,1
益元堂,译雨堂,17170549,15884518,True,0.33,0.83,0.33,0.33,0.6,0.26,0.0,0.0,0.0,0.0,1,1,1
益元堂,益丰元,17170549,15879264,True,0.33,0.42,0.33,0.67,0.61,0.76,0.0,0.0,0.0,0.0,1,1,1
益元堂,颐雪堂,17170549,15846524,True,0.33,0.75,0.33,0.33,0.63,0.34,0.0,0.0,0.0,0.0,1,1,1
益元堂,蓄元堂,17170549,15852338,True,0.67,0.83,0.67,0.67,0.91,0.82,0.0,0.0,0.0,0.0,1,1,1
益元堂,怡杏堂,17170549,15874929,True,0.33,0.67,0.33,0.33,0.64,0.64,0.0,0.0,0.0,0.0,1,1,1
益元堂,方圆堂,17170549,15913670,True,0.33,0.71,0.33,0.33,0.6,0.36,0.0,0.0,0.0,0.0,1,0,1
益元堂,倩元堂,17170549,15937575,True,0.67,0.79,0.67,0.67,0.92,0.61,0.0,0.0,0.0,0.0,1,1,1
益元堂,壹纯堂,17170549,16040514,True,0.33,0.75,0.33,0.33,0.61,0.46,0.0,0.0,0.0,0.0,1,1,1
益元堂,伊欣堂,17170549,15996855,True,0.33,0.75,0.33,0.33,0.62,0.43,0.0,0.0,0.0,0.0,1,1,1
益元堂,菩元堂,17170549,16960703,True,0.67,0.83,0.67,0.67,0.92,0.58,0.0,0.0,0.0,0.0,1,1,1
益元堂,彝福堂,17170549,16958014,True,0.33,0.75,0.33,0.33,0.56,0.56,0.0,0.0,0.0,0.0,1,1,1
益元堂,英缘堂,17170549,16931025,True,0.33,0.86,0.33,0.33,0.63,0.33,0.0,0.0,0.0,0.0,1,1,1
益元堂,友益堂,17170549,16971378,True,0.33,0.58,0.33,0.67,0.62,0.83,0.0,0.0,0.0,0.0,1,1,1
益元堂,易安堂,17170549,11878455,True,0.33,0.83,0.33,0.33,0.58,0.47,0.0,0.0,0.0,0.0,1,1,1
益元堂,伊生堂,17170549,4038620,True,0.33,0.69,0.33,0.33,0.61,0.44,0.0,0.0,0.0,0.0,1,1,1
益元堂,医秀堂,17170549,12548412,True,0.33,0.67,0.33,0.33,0.6,0.4,0.0,0.0,0.0,0.0,1,1,1
益元堂,一元春,17170549,12525267,True,0.33,0.67,0.33,0.33,0.58,0.56,0.0,0.0,0.0,0.0,1,1,1
益元堂,天益堂,17170549,7450674,True,0.33,0.5,0.33,0.67,0.61,0.92,0.0,0.0,0.0,0.0,1,1,1
益元堂,颐正堂,17170549,11638087,True,0.33,0.69,0.33,0.33,0.6,0.39,0.0,0.0,0.0,0.0,1,1,1
益元堂,同源堂,17170549,4523226,True,0.33,0.71,0.33,0.33,0.62,0.6,0.0,0.0,0.0,0.0,1,1,1
益元堂,谷缘堂,17170549,16637207,True,0.33,0.83,0.33,0.33,0.58,0.64,0.0,0.0,0.0,0.0,1,1,1
益元堂,果益元,17170549,15668814,True,0.33,0.25,0.67,0.67,0.61,0.79,0.0,0.0,0.0,0.0,1,1,1
益元堂,艺正堂,17170549,15689044,True,0.33,0.69,0.33,0.33,0.63,0.44,0.0,0.0,0.0,0.0,1,1,1
益元堂,颐申堂,17170549,15705417,True,0.33,0.75,0.33,0.33,0.58,0.41,0.0,0.0,0.0,0.0,1,1,1
益元堂,康元堂,17170549,15710166,True,0.67,0.71,0.67,0.67,0.92,0.58,0.0,0.0,0.0,0.0,1,1,1
益元堂,伊姿堂,17170549,16326212,True,0.33,0.67,0.33,0.33,0.63,0.61,0.0,0.0,0.0,0.0,1,1,1
益元堂,益元素,17170549,16322979,True,0.67,0.67,0.67,0.67,0.91,0.73,0.0,0.0,0.0,0.0,1,1,1
益元堂,怡芝堂,17170549,16301343,True,0.33,0.67,0.33,0.33,0.66,0.61,0.0,0.0,0.0,0.0,1,1,1
益元堂,溢茗堂,17170549,14098192,True,0.33,0.67,0.33,0.33,0.59,0.7,0.0,0.0,0.0,0.0,1,1,1
益元堂,盈元堂,17170549,4109669,True,0.67,0.86,0.67,0.67,0.91,0.9,0.0,0.0,0.0,0.0,1,1,1
益元堂,元修堂,17170549,4109651,True,0.33,0.46,0.33,0.67,0.6,0.55,0.0,0.0,0.0,0.0,1,1,1
益元堂,回元堂,17170549,4109653,True,0.67,0.85,0.67,0.67,0.92,0.67,0.0,0.0,0.0,0.0,1,1,1
益元堂,益元,17170549,6411541,True,0.67,0.58,0.67,0.67,0.92,0.0,0.0,0.0,0.0,0.0,1,1,1
益元堂,食益堂,17170549,6752825,True,0.33,0.58,0.33,0.67,0.6,0.78,0.0,0.0,0.0,0.0,1,1,1
益元堂,益健堂,17170549,10956559,True,0.67,0.83,0.33,0.67,0.92,0.77,0.0,0.0,0.0,0.0,1,1,1
益元堂,臻源堂,17170549,11772792,True,0.33,0.71,0.33,0.33,0.64,0.55,0.0,0.0,0.0,0.0,1,1,1
益元堂,颐滋堂,17170549,11681912,True,0.33,0.67,0.33,0.33,0.64,0.34,0.0,0.0,0.0,0.0,1,1,1
益元堂,忆龙堂,17170549,11696827,True,0.33,0.67,0.33,0.33,0.62,0.41,0.0,0.0,0.0,0.0,1,1,1
益元堂,物源堂,17170549,15431900,True,0.33,0.83,0.33,0.33,0.64,0.65,0.0,0.0,0.0,0.0,1,1,1
益元堂,宜济堂,17170549,15389246,True,0.33,0.67,0.33,0.33,0.61,0.51,0.0,0.0,0.0,0.0,1,1,1
益元堂,元真堂,17170549,15403508,True,0.33,0.57,0.33,0.67,0.59,0.58,0.0,0.0,0.0,0.0,1,1,1
益元堂,谷缘堂,17170549,16616694,True,0.33,0.83,0.33,0.33,0.58,0.64,0.0,0.0,0.0,0.0,1,1,1
益元堂,元炁堂,17170549,16671519A,True,0.33,0.5,0.33,0.67,0.57,0.48,0.0,0.0,0.0,0.0,1,1,1
益元堂,怡保堂,17170549,11368111,True,0.33,0.75,0.33,0.33,0.63,0.61,0.0,0.0,0.0,0.0,1,1,1
益元堂,佳园堂,17170549,8295342,True,0.33,0.85,0.33,0.33,0.6,0.52,0.0,0.0,0.0,0.0,1,1,1
益元堂,益源鸿,17170549,4085863,True,0.33,0.83,0.33,0.33,0.59,0.61,0.0,0.0,0.0,0.0,1,1,1
益元堂,参元堂,17170549,4075707,True,0.67,0.77,0.67,0.67,0.91,0.55,0.0,0.0,0.0,0.0,1,1,1
益元堂,元生堂,17170549,4073905,True,0.33,0.53,0.33,0.67,0.6,0.64,0.0,0.0,0.0,0.0,1,1,1
益元堂,德益堂,17170549,12450831,True,0.33,0.58,0.33,0.67,0.57,0.73,0.0,0.0,0.0,0.0,1,1,1
益元堂,寿原堂,17170549,16840662,True,0.33,0.71,0.33,0.33,0.64,0.45,0.0,0.0,0.0,0.0,1,1,1
益元堂,益母堂,17170549,8613264,True,0.67,0.75,0.33,0.67,0.91,0.48,0.0,0.0,0.0,0.0,1,1,1
益元堂,艺丹堂,17170549,15569013,True,0.33,0.83,0.33,0.33,0.62,0.41,0.0,0.0,0.0,0.0,1,1,1
益元堂,医殿堂,17170549,15603719,True,0.33,0.83,0.33,0.33,0.58,0.39,0.0,0.0,0.0,0.0,1,1,1
益元堂,壹茶堂,17170549,16138933,True,0.33,0.75,0.33,0.33,0.61,0.43,0.0,0.0,0.0,0.0,1,1,1
益元堂,懿源康,17170549,16145451,True,0.0,0.92,0.0,0.0,0.04,0.24,0.0,0.0,0.0,0.0,1,1,1
益元堂,颐乾堂,17170549,16145234,True,0.33,0.83,0.33,0.33,0.63,0.25,0.0,0.0,0.0,0.0,1,1,1
益元堂,奕善堂,17170549,16172345,True,0.33,0.83,0.33,0.33,0.62,0.61,0.0,0.0,0.0,0.0,1,1,1
益元堂,益膳元,17170549,16527480A,True,0.33,0.58,0.33,0.67,0.6,0.79,0.0,0.0,0.0,0.0,1,1,1
益元堂,碧益堂,17170549,16528558,True,0.33,0.67,0.33,0.67,0.6,0.76,0.0,0.0,0.0,0.0,1,1,1
益元堂,容元堂,17170549,16542834,True,0.67,0.71,0.67,0.67,0.91,0.83,0.0,0.0,0.0,0.0,1,1,1
益元堂,伊姿堂,17170549,1619095,True,0.33,0.67,0.33,0.33,0.63,0.61,0.0,0.0,0.0,0.0,1,1,1
益元堂,百益堂,17170549,9190335,True,0.33,0.58,0.33,0.67,0.65,0.78,0.0,0.0,0.0,0.0,1,1,1
益元堂,上元堂,17170549,15925129,True,0.67,0.67,0.67,0.67,0.92,0.58,0.0,0.0,0.0,0.0,1,1,1
益元堂,艺缘堂,17170549,15897650,True,0.33,1.0,0.33,0.33,0.59,0.37,0.0,0.0,0.0,0.0,1,1,1
益元堂,津元堂,17170549,11939545,True,0.67,0.85,0.67,0.67,0.91,0.64,0.0,0.0,0.0,0.0,1,1,1
益元堂,德益元,17170549,11940143,True,0.33,0.33,0.67,0.67,0.6,0.78,0.0,0.0,0.0,0.0,1,1,1
益元堂,溯源堂,17170549,11944865,True,0.33,0.83,0.33,0.33,0.61,0.59,0.0,0.0,0.0,0.0,1,1,1
益元堂,益济堂,17170549,11934789,True,0.67,0.67,0.33,0.67,0.91,0.78,0.0,0.0,0.0,0.0,1,1,1
益元堂,益洪堂,17170549,15089224,True,0.67,0.67,0.33,0.67,0.92,0.78,0.0,0.0,0.0,0.0,1,1,1
益元堂,溢蜂堂,17170549,17020093,True,0.33,0.67,0.33,0.33,0.6,0.69,0.0,0.0,0.0,0.0,1,1,1
益元堂,彝沅号,17170549,16996471,True,0.0,0.75,0.0,0.0,0.02,0.46,0.0,0.0,0.0,0.0,1,1,1
益元堂,一亩塘,17170549,16991991,True,0.0,0.75,0.0,0.0,0.03,0.33,0.0,0.0,0.0,0.0,1,1,1
益元堂,益山堂,17170549,17039864,True,0.67,0.83,0.33,0.67,0.91,0.48,0.0,0.0,0.0,0.0,1,1,1
益元堂,忆妮堂,17170549,16158736,True,0.33,0.67,0.33,0.33,0.63,0.44,0.0,0.0,0.0,0.0,1,1,1
益元堂,固源堂,17170549,16868145,True,0.33,0.83,0.33,0.33,0.63,0.57,0.0,0.0,0.0,0.0,1,1,1
益元堂,龙益元,17170549,11120590,True,0.33,0.17,0.67,0.67,0.61,0.73,0.0,0.0,0.0,0.0,1,1,1
益元堂,亿生堂,17170549,14301076,True,0.33,0.69,0.33,0.33,0.6,0.38,0.0,0.0,0.0,0.0,1,1,1
益元堂,正原堂,17170549,1671304,True,0.33,0.67,0.33,0.33,0.59,0.44,0.0,0.0,0.0,0.0,1,1,1
益元堂,宝源堂,17170549,7987768,True,0.33,0.77,0.33,0.33,0.6,0.57,0.0,0.0,0.0,0.0,1,0,1
益元堂,一物堂,17170549,16119431,True,0.33,0.75,0.33,0.33,0.61,0.35,0.0,0.0,0.0,0.0,1,1,1
益元堂,益健元,17170549,16118545,True,0.33,0.58,0.33,0.67,0.62,0.79,0.0,0.0,0.0,0.0,1,1,1
益元堂,逸轩园,17170549,16121646,True,0.0,0.67,0.0,0.0,0.03,0.26,0.0,0.0,0.0,0.0,1,1,1
益元堂,叶缘堂,17170549,16107242,True,0.33,0.92,0.33,0.33,0.63,0.41,0.0,0.0,0.0,0.0,1,1,1
益元堂,中缘堂,17170549,15634261,True,0.33,0.67,0.33,0.33,0.6,0.38,0.0,0.0,0.0,0.0,1,1,1
益元堂,益正堂,17170549,15629635,True,0.67,0.69,0.33,0.67,0.91,0.8,0.0,0.0,0.0,0.0,1,1,1
益元堂,奉元堂,17170549,15631552,True,0.67,0.71,0.67,0.67,0.91,0.61,0.0,0.0,0.0,0.0,1,1,1
益元堂,一盏堂,17170549,15639100,True,0.33,0.83,0.33,0.33,0.6,0.65,0.0,0.0,0.0,0.0,1,1,1
益元堂,怡善堂,17170549,16383439,True,0.33,0.83,0.33,0.33,0.61,0.61,0.0,0.0,0.0,0.0,1,1,1
益元堂,逸贤堂,17170549,16381326,True,0.33,0.83,0.33,0.33,0.61,0.36,0.0,0.0,0.0,0.0,1,1,1
