输入商标名,历史商标名,输入商标编号,历史商标编号,所属大类,两个商标有共同小项？,汉字编辑距离相似度,拼音相似度,汉字包含被包含,汉字排列组合,汉字含义相近,汉字字形相似度,英文编辑距离相似度,英文包含被包含,英文排列组合,数字完全匹配,商标状态,历史商标状态,是否相似商标
意素 EAESUU,MAZZOT UHREN;美世德屋赫伦,18354344,3884080,14,True,0.0,0.2,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,1,1,0
茵翡,MAZZOT UHREN;美世德屋赫伦,18354538,3884080,14,True,0.0,0.15,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1,1,0
潮百年,MAZZOT UHREN;美世德屋赫伦,19057016,3884080,14,True,0.0,0.15,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1,1,0
玉罗兰,MAZZOT UHREN;美世德屋赫伦,18354607,3884080,14,True,0.0,0.25,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,0
传奇之心,MAZZOT UHREN;美世德屋赫伦,16113150,3884080,14,True,0.0,0.25,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1,1,0
丽百年,MAZZOT UHREN;美世德屋赫伦,19057382,3884080,14,True,0.0,0.25,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1,1,0
丽天源,MAZZOT UHREN;美世德屋赫伦,19057505,3884080,14,True,0.0,0.3,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1,1,0
富煊,帛福轩,17055372,14627334,14,True,0.0,0.7,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,1
富煊,福璇,17055372,6744450,14,True,0.0,1.0,0.0,0.0,0.03,0.52,0.0,0.0,0.0,0.0,1,1,1
富煊,福轩,17055372,15795305,14,True,0.0,1.0,0.0,0.0,0.04,0.54,0.0,0.0,0.0,0.0,1,1,1
翡王龙,MAZZOT UHREN;美世德屋赫伦,18425151,3884080,14,True,0.0,0.3,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1,1,0
裕百年,MAZZOT UHREN;美世德屋赫伦,19058938,3884080,14,True,0.0,0.2,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,1,1,0
御天源,MAZZOT UHREN;美世德屋赫伦,19058861,3884080,14,True,0.0,0.25,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,0
靓泰,MAZZOT UHREN;美世德屋赫伦,17617676,3884080,14,True,0.0,0.1,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1,1,0
百喜鸟,MAZZOT UHREN;美世德屋赫伦,16250485,3884080,14,True,0.0,0.2,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,0
玉见她,MAZZOT UHREN;美世德屋赫伦,18127039,3884080,14,True,0.0,0.15,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1,1,0
润澈,MAZZOT UHREN;美世德屋赫伦,17282501,3884080,14,True,0.0,0.15,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1,1,0
周百发,MAZZOT UHREN;美世德屋赫伦,16605128A,3884080,14,True,0.0,0.15,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,1,1,0
御大生,MAZZOT UHREN;美世德屋赫伦,16257099,3884080,14,True,0.0,0.25,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1,1,0
专情,MAZZOT UHREN;美世德屋赫伦,19255861,3884080,14,True,0.0,0.15,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,0
通泽,MAZZOT UHREN;美世德屋赫伦,17282505,3884080,14,True,0.0,0.1,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1,1,0
东半球,MAZZOT UHREN;美世德屋赫伦,17282503,3884080,14,True,0.0,0.15,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,1,1,0
洛丝娜,MAZZOT UHREN;美世德屋赫伦,19462230,3884080,14,True,0.0,0.2,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1,1,0
禄福银,MAZZOT UHREN;美世德屋赫伦,16740454,3884080,14,True,0.0,0.2,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,0
永幸 YOLUCKY,MAZZOT UHREN;美世德屋赫伦,16517259,3884080,14,True,0.0,0.05,0.0,0.0,0.02,0.0,0.36,0.0,0.0,0.0,1,1,0
清龙国际,MAZZOT UHREN;美世德屋赫伦,16236972,3884080,14,True,0.0,0.2,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,0
芬饰,饰芬美,17262859,16034959,14,True,0.33,0.45,0.5,0.67,0.65,0.0,0.0,0.0,0.0,0.0,1,1,1
芬饰,粉饰,17262859,16393963,14,True,0.5,1.0,0.5,0.5,0.87,0.8,0.0,0.0,0.0,0.0,1,1,1
今时,金一饰,18199430,15886325,14,True,0.0,0.7,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,1
今时,金奥时  JINAOS,18199430,16012091,14,True,0.33,0.7,0.5,0.33,0.59,0.0,0.0,0.0,0.0,0.0,1,1,1
今时,今世福,18199430,11891233,14,True,0.33,0.7,0.5,0.33,0.64,0.0,0.0,0.0,0.0,0.0,1,1,1
今时,今仕福,18199430,8223409,14,True,0.33,0.7,0.5,0.33,0.62,0.0,0.0,0.0,0.0,0.0,1,1,1
今时,金石,18199430,4493708,14,True,0.0,1.0,0.0,0.0,0.01,0.26,0.0,0.0,0.0,0.0,1,1,1
今时,金诗,18199430,16446004,14,True,0.0,1.0,0.0,0.0,0.03,0.56,0.0,0.0,0.0,0.0,1,1,1
今时,金世喜,18199430,14610437,14,True,0.0,0.7,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,1
今时,金力仕,18199430,11106244,14,True,0.0,0.7,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1,1,1
今时,金博士;GOLD DR.,18199430,3869068,14,True,0.0,0.7,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1,1,1
思伊,MAZZOT UHREN;美世德屋赫伦,16623477,3884080,14,True,0.0,0.15,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1,1,0
木美人,果子狸,21889965,3882703,16,True,0.0,0.3,0.0,0.0,0.05,0.3,0.0,0.0,0.0,0.0,1,1,0
依爵,意爵,20051986,19058070,14,True,0.5,1.0,0.5,0.5,0.85,0.69,0.0,0.0,0.0,0.0,1,1,1
OALSON,MAZZOT UHREN;美世德屋赫伦,17136243,3884080,14,True,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,1,1,0
古晨,MAZZOT UHREN;美世德屋赫伦,17262858,3884080,14,True,0.0,0.2,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1,1,0
TZ 2,MAZZOT UHREN;美世德屋赫伦,17849017,3884080,14,True,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1,1,0
初恋蜜语,MAZZOT UHREN;美世德屋赫伦,18695714,3884080,14,True,0.0,0.25,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1,1,0
垚士,奇药师,18773442,13732951,3,True,0.0,0.7,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,1
垚士,习药师,18773442,17630246,3,True,0.0,0.7,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1,1,1
垚士,瑶诗雨,18773442,6695408,3,True,0.0,0.7,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1,1,1
灵迪,MAZZOT UHREN;美世德屋赫伦,19723472,3884080,14,True,0.0,0.15,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1,1,0
奢曼琦,MAZZOT UHREN;美世德屋赫伦,16084400,3884080,14,True,0.0,0.25,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,1,1,0
彩虹黄金.香,爱喜,18724728,3882023,3,True,0.0,0.19,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,1,1,0
古西,古西尼 GUCINARI,16186044,15109052,14,True,0.67,0.63,1.0,0.67,0.92,0.0,0.0,0.0,0.0,0.0,1,1,1
金婚计划,MAZZOT UHREN;美世德屋赫伦,17172676,3884080,14,True,0.0,0.3,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,1,1,0
靓诗尼,MAZZOT UHREN;美世德屋赫伦,16183450,3884080,14,True,0.0,0.2,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,1,1,0
月娇,MAZZOT UHREN;美世德屋赫伦,17983521,3884080,14,True,0.0,0.1,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1,1,0
唐甄,宝棠臻,18744161,15604848A,14,True,0.0,0.69,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1,1,1
雅贝妮,MAZZOT UHREN;美世德屋赫伦,16479242,3884080,14,True,0.0,0.15,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1,1,0
粤好,MAZZOT UHREN;美世德屋赫伦,16517764,3884080,14,True,0.0,0.15,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1,1,0
贝芙尼,MAZZOT UHREN;美世德屋赫伦,16479055,3884080,14,True,0.0,0.25,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,0
熙银堂,MAZZOT UHREN;美世德屋赫伦,17319301,3884080,14,True,0.0,0.2,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1,1,0
凯宝丽,MAZZOT UHREN;美世德屋赫伦,16479148,3884080,14,True,0.0,0.2,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,0
地时尚 FASHION,MAZZOT UHREN;美世德屋赫伦,16297480,3884080,14,True,0.0,0.35,0.0,0.0,0.07,0.0,0.36,0.0,0.0,0.0,1,1,0
魔法新娘,MAZZOT UHREN;美世德屋赫伦,16135172,3884080,14,True,0.0,0.2,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1,1,0
星享佳人,MAZZOT UHREN;美世德屋赫伦,16081377,3884080,14,True,0.0,0.2,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,1,1,0
搜福,MAZZOT UHREN;美世德屋赫伦,18000953,3884080,14,True,0.0,0.2,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1,1,0
漂亮公主,MAZZOT UHREN;美世德屋赫伦,16174833,3884080,14,True,0.0,0.15,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,0
资大福,MAZZOT UHREN;美世德屋赫伦,16175399,3884080,14,True,0.0,0.25,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1,1,0
玛莎菲 MASAFEI,MAZZOT UHREN;美世德屋赫伦,16180300,3884080,14,True,0.0,0.3,0.0,0.0,0.01,0.0,0.41,0.0,0.0,0.0,1,1,0
柏卡隆,MAZZOT UHREN;美世德屋赫伦,16272273,3884080,14,True,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1,1,0
周三喜,MAZZOT UHREN;美世德屋赫伦,16217105,3884080,14,True,0.0,0.15,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,0
丹梦特,MAZZOT UHREN;美世德屋赫伦,16169453,3884080,14,True,0.0,0.2,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,1,1,0
卡贝奇,MAZZOT UHREN;美世德屋赫伦,18973420,3884080,14,True,0.0,0.15,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,1,1,0
贵克拉,克拉玫瑰,18973416,17680790,14,True,0.25,0.23,0.67,0.5,0.52,0.0,0.0,0.0,0.0,0.0,1,1,1
太岳,MAZZOT UHREN;美世德屋赫伦,18866894,3884080,14,True,0.0,0.2,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1,1,0
美是唯一,MAZZOT UHREN;美世德屋赫伦,18973086,3884080,14,True,0.17,0.5,0.25,0.17,0.31,0.0,0.0,0.0,0.0,0.0,1,1,0
玉闺秀,MAZZOT UHREN;美世德屋赫伦,18973101,3884080,14,True,0.0,0.2,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,1,1,0
金沃其 JWOQI,MAZZOT UHREN;美世德屋赫伦,18973103,3884080,14,True,0.0,0.2,0.0,0.0,0.04,0.0,0.27,0.0,0.0,0.0,1,1,0
结绳缘,结绳记 结你所愿,18718843,15130568,14,True,0.29,0.5,0.67,0.29,0.57,0.0,0.0,0.0,0.0,0.0,1,1,1
雪格马  SLUGEMA,MAZZOT UHREN;美世德屋赫伦,16169452,3884080,14,True,0.0,0.2,0.0,0.0,0.02,0.0,0.32,0.0,0.0,0.0,1,1,0
RUIZHEN,爱喜,17364632,3882023,3,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
志闲堂,MAZZOT UHREN;美世德屋赫伦,19344500,3884080,14,True,0.0,0.2,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,0
金铂纳,MAZZOT UHREN;美世德屋赫伦,18973418,3884080,14,True,0.0,0.15,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1,1,0
托莱士 TOLASI,MAZZOT UHREN;美世德屋赫伦,18973089,3884080,14,True,0.0,0.2,0.0,0.0,0.01,0.0,0.32,0.0,0.0,0.0,1,1,0
雷那威 LNW,MAZZOT UHREN;美世德屋赫伦,18973100,3884080,14,True,0.0,0.3,0.0,0.0,0.05,0.0,0.18,0.0,0.0,0.0,1,1,0
天锦行,爱喜,17364562,3882023,3,True,0.0,0.38,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,0
蓝色之心 BLUK,MAZZOT UHREN;美世德屋赫伦,16113679,3884080,14,True,0.0,0.35,0.0,0.0,0.03,0.0,0.23,0.0,0.0,0.0,1,1,0
格格之心   GEGEFLOV,MAZZOT UHREN;美世德屋赫伦,16113742,3884080,14,True,0.0,0.35,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,1,1,0
轩恋,MAZZOT UHREN;美世德屋赫伦,19411229,3884080,14,True,0.0,0.15,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1,1,0
鼎金缘,MAZZOT UHREN;美世德屋赫伦,16623460,3884080,14,True,0.0,0.2,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,0
RODOLFO ZENGARINI,MAZZOT UHREN;美世德屋赫伦,19448842,3884080,14,True,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,1,1,0
SU TESSUTI,MAZZOT UHREN;美世德屋赫伦,19448643,3884080,14,True,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,1,1,0
MFJ,MAZZOT UHREN;美世德屋赫伦,19449189,3884080,14,True,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,1,1,0
GLX,MAZZOT UHREN;美世德屋赫伦,19851472,3884080,14,True,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1,1,0
神凰,鹿神皇 DEERGOD DG,16827941,15419146,14,True,0.33,0.77,0.5,0.33,0.63,0.0,0.0,0.0,0.0,0.0,1,1,1
晶石盟 CRYSTAL LEAGUE,MAZZOT UHREN;美世德屋赫伦,20075469,3884080,14,True,0.0,0.25,0.0,0.0,0.04,0.0,0.46,0.0,0.0,0.0,1,1,0
艺唱,翼路畅,21878532,13469625,9,True,0.0,0.73,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1,1,1
艺唱,易昌,21878532,13906353,9,True,0.0,1.0,0.0,0.0,0.02,0.41,0.0,0.0,0.0,0.0,1,1,1
艺唱,亿昌,21878532,16204782,9,True,0.0,1.0,0.0,0.0,0.04,0.61,0.0,0.0,0.0,0.0,1,1,1
艺唱,易昌,21878532,16986462,9,True,0.0,1.0,0.0,0.0,0.02,0.41,0.0,0.0,0.0,0.0,1,1,1
艺唱,易昌,21878532,13961948,9,True,0.0,1.0,0.0,0.0,0.02,0.41,0.0,0.0,0.0,0.0,1,1,1
艺唱,一录畅,21878532,16584414,9,True,0.0,0.73,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,1
艺唱,移畅,21878532,17343873,9,True,0.0,1.0,0.0,0.0,0.04,0.23,0.0,0.0,0.0,0.0,1,1,1
凤缘福,凤缘福,16357472,14081142,14,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1
VINN PATARARIN,MAZZOT UHREN;美世德屋赫伦,19821262,3884080,14,True,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,1,1,0
魔拉朵,MAZZOT UHREN;美世德屋赫伦,16593065,3884080,14,True,0.0,0.25,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1,1,0
WISH BY HA.K,MAZZOT UHREN;美世德屋赫伦,19821267,3884080,14,True,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,1,1,0
保克兰,MAZZOT UHREN;美世德屋赫伦,17024537,3884080,14,True,0.0,0.25,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1,1,0
翠图,MAZZOT UHREN;美世德屋赫伦,19619165,3884080,14,True,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
喜约,喜阅,16336409,15431746,14,True,0.5,1.0,0.5,0.5,0.86,0.7,0.0,0.0,0.0,0.0,1,1,1
喜约,曦月,16336409,15654724,14,True,0.0,1.0,0.0,0.0,0.02,0.34,0.0,0.0,0.0,0.0,1,1,1
国好,MAZZOT UHREN;美世德屋赫伦,16517623,3884080,14,True,0.0,0.1,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,0
野子,MAZZOT UHREN;美世德屋赫伦,17923895,3884080,14,True,0.0,0.15,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,1,1,0
喜祥烽,MAZZOT UHREN;美世德屋赫伦,18601430,3884080,14,True,0.0,0.25,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,0
I&V,MAZZOT UHREN;美世德屋赫伦,19371077,3884080,14,True,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1,1,0
福满福,福满城珠宝 福,16379817,15621616,14,True,0.5,0.39,0.67,0.5,0.86,0.0,0.0,0.0,0.0,0.0,1,1,1
娅姿,雅兹,16379825,15748535,14,True,0.0,1.0,0.0,0.0,0.01,0.39,0.0,0.0,0.0,0.0,1,1,1
芬蔻,MAZZOT UHREN;美世德屋赫伦,16379828,3884080,14,True,0.0,0.15,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1,1,0
通钰,彤瑀,19062619,3915885,14,True,0.0,1.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,1,1,1
通钰,彤瑜  CENRY,19062619,15498530,14,True,0.0,1.0,0.0,0.0,0.01,0.31,0.0,0.0,0.0,0.0,1,1,1
通钰,桐羽,19062619,15552864,14,True,0.0,1.0,0.0,0.0,0.02,0.4,0.0,0.0,0.0,0.0,1,1,1
通钰,宇通,19062619,1584611,14,True,0.0,0.14,0.5,0.5,0.02,1.0,0.0,0.0,0.0,0.0,1,1,1
穆塞耶夫,MAZZOT UHREN;美世德屋赫伦,16379886,3884080,14,True,0.0,0.4,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1,1,0
戴官尚,MAZZOT UHREN;美世德屋赫伦,17023420,3884080,14,True,0.0,0.2,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1,1,0
尊地亚,MAZZOT UHREN;美世德屋赫伦,19685297,3884080,14,True,0.0,0.2,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1,1,0
长年兴,为保舒,18725199,3883501,5,True,0.0,0.2,0.0,0.0,0.04,0.44,0.0,0.0,0.0,0.0,1,1,0
孑物,MAZZOT UHREN;美世德屋赫伦,19827449,3884080,14,True,0.0,0.25,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1,1,0
悟翠斋,MAZZOT UHREN;美世德屋赫伦,16099248,3884080,14,True,0.0,0.2,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1,1,0
伊面,MAZZOT UHREN;美世德屋赫伦,17854806,3884080,14,True,0.0,0.2,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,0
领爱,MAZZOT UHREN;美世德屋赫伦,17854804,3884080,14,True,0.0,0.1,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1,1,0
睿嘉,瑞科嘉,18604016,18008225,14,True,0.33,0.7,0.5,0.33,0.66,0.0,0.0,0.0,0.0,0.0,1,1,1
楼华五,MAZZOT UHREN;美世德屋赫伦,16074769,3884080,14,True,0.0,0.25,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1,1,0
贵喜 GX,MAZZOT UHREN;美世德屋赫伦,19353752,3884080,14,True,0.0,0.15,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,1,1,0
御磊,MAZZOT UHREN;美世德屋赫伦,16408187,3884080,14,True,0.0,0.15,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1,1,0
石管家,MAZZOT UHREN;美世德屋赫伦,17199418,3884080,14,True,0.0,0.3,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,0
佰翎翡 BALINFLAY,MAZZOT UHREN;美世德屋赫伦,16359501,3884080,14,True,0.0,0.25,0.0,0.0,0.07,0.0,0.41,0.0,0.0,0.0,1,1,0
爱格纳,MAZZOT UHREN;美世德屋赫伦,17235759,3884080,14,True,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
LVR,MAZZOT UHREN;美世德屋赫伦,16119555,3884080,14,True,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,1,1,0
饰沿,诗妍,16250645,14848241,14,True,0.0,1.0,0.0,0.0,0.01,0.31,0.0,0.0,0.0,0.0,1,1,1
亿缘坊,MAZZOT UHREN;美世德屋赫伦,17199406,3884080,14,True,0.0,0.2,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,0
翠诗曼,MAZZOT UHREN;美世德屋赫伦,16806028,3884080,14,True,0.0,0.35,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,0
卡美图,MAZZOT UHREN;美世德屋赫伦,16806029,3884080,14,True,0.0,0.2,0.33,0.17,0.02,0.0,0.0,0.0,0.0,0.0,1,1,0
良品源,MAZZOT UHREN;美世德屋赫伦,16304500,3884080,14,True,0.0,0.2,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1,1,0
金利宝岛,MAZZOT UHREN;美世德屋赫伦,16806043,3884080,14,True,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
NZG,MAZZOT UHREN;美世德屋赫伦,16806041,3884080,14,True,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,1,1,0
ADB,MAZZOT UHREN;美世德屋赫伦,16806033,3884080,14,True,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,1,1,0
银璀,MAZZOT UHREN;美世德屋赫伦,16494575,3884080,14,True,0.0,0.15,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1,1,0
万事福,万师傅,16215187,15551564,14,True,0.33,1.0,0.33,0.33,0.64,0.63,0.0,0.0,0.0,0.0,1,1,1
全有,MAZZOT UHREN;美世德屋赫伦,16338261,3884080,14,True,0.0,0.1,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,1,1,0
MAYA BRENNER DESIGNS,MAZZOT UHREN;美世德屋赫伦,17067352,3884080,14,True,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,1,1,0
宗记,MAZZOT UHREN;美世德屋赫伦,17123938,3884080,14,True,0.0,0.05,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,0
华酷,MAZZOT UHREN;美世德屋赫伦,16337545,3884080,14,True,0.0,0.2,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1,1,0
