输入商标名,历史商标名,输入商标编号,历史商标编号,所属大类,两个商标有共同小项？,汉字编辑距离相似度,拼音相似度,汉字包含被包含,汉字排列组合,汉字含义相近,汉字字形相似度,英文编辑距离相似度,英文包含被包含,英文排列组合,数字完全匹配,商标状态,历史商标状态,是否相似商标
金侣,MAZZOT UHREN;美世德屋赫伦,18378325,3884080,14,True,0.0,0.15,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,0
优璠,MAZZOT UHREN;美世德屋赫伦,16459246,3884080,14,True,0.0,0.15,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,0
美串,MAZZOT UHREN;美世德屋赫伦,19632301,3884080,14,True,0.17,0.35,0.5,0.17,0.31,0.0,0.0,0.0,0.0,0.0,1,1,0
就爱你,MAZZOT UHREN;美世德屋赫伦,16855534,3884080,14,True,0.0,0.2,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1,1,0
魅匠 CHARM CRAFTSMAN,MAZZOT UHREN;美世德屋赫伦,16929877,3884080,14,True,0.0,0.25,0.0,0.0,0.01,0.0,0.36,0.0,0.0,0.0,1,1,0
臻匠  SELECT CRAFTSMAN,MAZZOT UHREN;美世德屋赫伦,16929785,3884080,14,True,0.0,0.15,0.0,0.0,0.04,0.0,0.43,0.0,0.0,0.0,1,1,0
奢妆,妆舍,16401114,13092437,14,True,0.0,0.2,0.5,0.5,0.02,0.82,0.0,0.0,0.0,0.0,1,1,1
念梦,MAZZOT UHREN;美世德屋赫伦,16177067,3884080,14,True,0.0,0.15,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1,1,0
饰薇 SVSIVI,MAZZOT UHREN;美世德屋赫伦,16913295,3884080,14,True,0.0,0.3,0.0,0.0,0.08,0.0,0.27,0.0,0.0,0.0,1,1,0
小因缘,小隐原创,19341234,17496071,14,True,0.25,0.65,0.33,0.25,0.52,0.0,0.0,0.0,0.0,0.0,1,1,1
歌调 CHAUNTDIAO,MAZZOT UHREN;美世德屋赫伦,16913292,3884080,14,True,0.0,0.15,0.0,0.0,0.01,0.0,0.36,0.0,0.0,0.0,1,1,0
靓例,MAZZOT UHREN;美世德屋赫伦,16913293,3884080,14,True,0.0,0.15,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,1,1,0
吉匠  JIBYC,MAZZOT UHREN;美世德屋赫伦,16929949,3884080,14,True,0.0,0.15,0.0,0.0,0.07,0.0,0.23,0.0,0.0,0.0,1,1,0
逸玉堂,比玉堂艺术传媒,19208583,15628680,14,True,0.29,0.33,0.67,0.29,0.54,0.0,0.0,0.0,0.0,0.0,1,1,1
坠丽,MAZZOT UHREN;美世德屋赫伦,19062403,3884080,14,True,0.0,0.2,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1,1,0
凤凰翼,MAZZOT UHREN;美世德屋赫伦,18731314,3884080,14,True,0.0,0.2,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1,1,0
IQ,MAZZOT UHREN;美世德屋赫伦,19742439,3884080,14,True,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,1,1,0
御滋品,红星,17440110,3883619,30,True,0.0,0.22,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1,1,0
SIGNET RING,MAZZOT UHREN;美世德屋赫伦,18861042,3884080,14,True,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,1,1,0
倾彩,MAZZOT UHREN;美世德屋赫伦,16336171,3884080,14,True,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
戴大瑞,MAZZOT UHREN;美世德屋赫伦,18866766,3884080,14,True,0.0,0.25,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,1,1,0
俏弋,乔伊丝,19454888,9493003,14,True,0.0,0.7,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,1,1,1
迪威伦 DEWELON,MAZZOT UHREN;美世德屋赫伦,16084770,3884080,14,True,0.17,0.35,0.33,0.17,0.3,0.0,0.32,0.0,0.0,0.0,1,1,0
超昂,MAZZOT UHREN;美世德屋赫伦,17413647,3884080,14,True,0.0,0.1,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1,1,0
谢瑞缘,MAZZOT UHREN;美世德屋赫伦,17432956,3884080,14,True,0.0,0.3,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1,1,0
初蜜,MAZZOT UHREN;美世德屋赫伦,17413702,3884080,14,True,0.0,0.15,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1,1,0
洛齐,奕洛琦,17413352,15696072,14,True,0.33,0.67,0.5,0.33,0.65,0.0,0.0,0.0,0.0,0.0,1,1,1
洛齐,罗琪琪  KK,17413352,15545405,14,True,0.0,0.67,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1,1,1
洛齐,欧洛奇,17413352,12954255,14,True,0.33,0.67,0.5,0.33,0.6,0.0,0.0,0.0,0.0,0.0,1,1,1
银芒,MAZZOT UHREN;美世德屋赫伦,17413324,3884080,14,True,0.0,0.1,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1,1,0
绮曼,MAZZOT UHREN;美世德屋赫伦,17413594,3884080,14,True,0.0,0.15,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1,1,0
心惠,福鑫汇,17413465,12360549,14,True,0.0,0.7,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1,1,1
世宣,慕仕轩,17413517,17149282,14,True,0.0,0.73,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1,1,1
世宣,世轩,17413517,16243882,14,True,0.5,1.0,0.5,0.5,0.86,0.72,0.0,0.0,0.0,0.0,1,1,1
世宣,世来轩,17413517,16242781,14,True,0.33,0.67,0.5,0.33,0.62,0.0,0.0,0.0,0.0,0.0,1,1,1
世宣,石萱,17413517,16267383,14,True,0.0,1.0,0.0,0.0,0.08,0.38,0.0,0.0,0.0,0.0,1,1,1
世宣,彩石轩,17413517,3554573,14,True,0.0,0.67,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,1
世宣,石轩记,17413517,14599733,14,True,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
妍姿,MAZZOT UHREN;美世德屋赫伦,17413466,3884080,14,True,0.0,0.1,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1,1,0
黛秦,戴琴,17379436,14265099,14,True,0.0,1.0,0.0,0.0,0.02,0.41,0.0,0.0,0.0,0.0,1,1,1
七彩公主,MAZZOT UHREN;美世德屋赫伦,18895708,3884080,14,True,0.0,0.3,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1,1,0
耶福,叶府,18144473,16166435,14,True,0.0,1.0,0.0,0.0,0.04,0.44,0.0,0.0,0.0,0.0,1,1,1
希瑞宝,瑞宝稀宝,19317004,15733431,14,True,0.25,0.5,0.67,0.5,0.48,0.0,0.0,0.0,0.0,0.0,1,1,1
希瑞宝,熙世瑞宝,19317004,16088919,14,True,0.5,0.71,0.67,0.5,0.86,0.0,0.0,0.0,0.0,0.0,1,1,1
禧沁,MAZZOT UHREN;美世德屋赫伦,18257549,3884080,14,True,0.0,0.2,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1,1,0
赫贵,MAZZOT UHREN;美世德屋赫伦,20094107,3884080,14,True,0.17,0.2,0.5,0.17,0.33,0.0,0.0,0.0,0.0,0.0,1,1,0
珍精刻,MAZZOT UHREN;美世德屋赫伦,18333994,3884080,14,True,0.0,0.2,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,1,1,0
赫圣,何生福,20111216,12493848,14,True,0.0,0.73,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1,1,1
赫圣,苏和盛,20111216,15947911,14,True,0.0,0.73,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,1
赫圣,和锦生,20111216,15731941,14,True,0.0,0.67,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1,1,1
赫圣,百禾生,20111216,16068559,14,True,0.0,0.67,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,1,1,1
盛丰亮家,联合多邦,18941386,3883154,35,True,0.0,0.25,0.0,0.0,0.05,0.44,0.0,0.0,0.0,0.0,1,1,0
大锋行,联合多邦,18939413,3883154,35,True,0.0,0.38,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1,1,0
冠唐,观唐,17987379,15498820,14,True,0.5,1.0,0.5,0.5,0.86,0.3,0.0,0.0,0.0,0.0,1,1,1
冠唐,观堂,17987379,17730166,14,True,0.0,1.0,0.0,0.0,0.03,0.28,0.0,0.0,0.0,0.0,1,1,1
纹福,MAZZOT UHREN;美世德屋赫伦,18143711,3884080,14,True,0.0,0.15,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,1,1,0
昊天红,MAZZOT UHREN;美世德屋赫伦,16494938,3884080,14,True,0.0,0.2,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,0
正尾,正唯,18450213,16990326,31,True,0.5,1.0,0.5,0.5,0.85,0.73,0.0,0.0,0.0,0.0,1,1,1
港银福,MAZZOT UHREN;美世德屋赫伦,17677465,3884080,14,True,0.0,0.15,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1,1,0
赫珍,MAZZOT UHREN;美世德屋赫伦,20093865,3884080,14,True,0.17,0.3,0.5,0.17,0.32,0.0,0.0,0.0,0.0,0.0,1,1,0
陈堡茶,红星,17575294,3883619,30,True,0.0,0.17,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1,1,0
泽雨心田,红星,17575366,3883619,30,True,0.0,0.29,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,0
鑫赫,MAZZOT UHREN;美世德屋赫伦,20093988,3884080,14,True,0.17,0.2,0.5,0.17,0.29,0.0,0.0,0.0,0.0,0.0,1,1,0
骑士天马,红星,17794590,3883619,30,True,0.0,0.21,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,1,1,0
琅时,朗宝时 LANPOS,17937767,15022831,14,True,0.33,0.67,0.5,0.33,0.62,0.0,0.0,0.0,0.0,0.0,1,1,1
琅时,朗凡诗,17937767,9834694,14,True,0.0,0.67,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,1
琅时,朗诗 LANDSEA,17937767,15673296,14,True,0.0,1.0,0.0,0.0,0.07,0.33,0.0,0.0,0.0,0.0,1,1,1
琅时,朗利士 LLS,17937767,16747543,14,True,0.0,0.73,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,1
琅时,朗世达,17937767,8810767,14,True,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
琅时,古浪士,17937767,16108172,14,True,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
琅时,勃朗诗,17937767,15812270,14,True,0.0,0.73,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,1
琅时,朗诗,17937767,15822729,14,True,0.0,1.0,0.0,0.0,0.07,0.33,0.0,0.0,0.0,0.0,1,1,1
古魅,MAZZOT UHREN;美世德屋赫伦,17149316,3884080,14,True,0.0,0.15,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1,1,0
蔻仕小铺,MAZZOT UHREN;美世德屋赫伦,17032899,3884080,14,True,0.0,0.35,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1,1,0
八月初五,红星,17306785,3883619,30,True,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1,1,0
简黛,MAZZOT UHREN;美世德屋赫伦,17033404,3884080,14,True,0.0,0.15,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1,1,0
慕仕轩,MAZZOT UHREN;美世德屋赫伦,17149282,3884080,14,True,0.0,0.4,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,0
宫廷尚品 GONGTINSP,MAZZOT UHREN;美世德屋赫伦,17721146,3884080,14,True,0.0,0.2,0.0,0.0,0.01,0.0,0.36,0.0,0.0,0.0,1,1,0
臻稀饰家,MAZZOT UHREN;美世德屋赫伦,17230003,3884080,14,True,0.0,0.25,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1,1,0
十月初十,红星,17306784,3883619,30,True,0.0,0.13,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,1,1,0
CAROL KAEDIN,MAZZOT UHREN;美世德屋赫伦,17247982,3884080,14,True,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,1,1,0
腕能,MAZZOT UHREN;美世德屋赫伦,17450815,3884080,14,True,0.0,0.1,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1,1,0
浪漫百合,MAZZOT UHREN;美世德屋赫伦,18889895,3884080,14,True,0.0,0.2,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1,1,0
全攻能,MAZZOT UHREN;美世德屋赫伦,17456809,3884080,14,True,0.0,0.15,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,1,1,0
仕梵诺,MAZZOT UHREN;美世德屋赫伦,17025347,3884080,14,True,0.0,0.3,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,0
符至宝,MAZZOT UHREN;美世德屋赫伦,16451803,3884080,14,True,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
福舜,MAZZOT UHREN;美世德屋赫伦,16332443,3884080,14,True,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
艾尚福,MAZZOT UHREN;美世德屋赫伦,16641571,3884080,14,True,0.0,0.3,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1,1,0
萃尚福,MAZZOT UHREN;美世德屋赫伦,16641747,3884080,14,True,0.0,0.3,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1,1,0
带·爱,MAZZOT UHREN;美世德屋赫伦,16791647,3884080,14,True,0.0,0.15,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,0
闪特  CRATAL,巨峰,16574423,3882921,12,True,0.0,0.0,0.0,0.0,0.05,0.25,0.0,0.0,0.0,0.0,1,1,0
名佩,MAZZOT UHREN;美世德屋赫伦,16176530,3884080,14,True,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
茹艾,MAZZOT UHREN;美世德屋赫伦,16100841,3884080,14,True,0.0,0.1,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1,1,0
弗立缇,红星,18591770,3883619,30,True,0.0,0.11,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,0
灵运祥,MAZZOT UHREN;美世德屋赫伦,16336191,3884080,14,True,0.0,0.15,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,0
莱希恩顿 LEAHY EN SHIELD,MAZZOT UHREN;美世德屋赫伦,17317021,3884080,14,True,0.0,0.4,0.0,0.0,0.01,0.0,0.5,0.0,0.0,0.0,1,1,0
饰中心  SHI CENTER,MAZZOT UHREN;美世德屋赫伦,17662956,3884080,14,True,0.0,0.3,0.0,0.0,0.03,0.0,0.41,0.0,0.0,0.0,1,1,0
魅羿欣,MAZZOT UHREN;美世德屋赫伦,16313812,3884080,14,True,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
帝尚姬,MAZZOT UHREN;美世德屋赫伦,16313814,3884080,14,True,0.0,0.25,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,1,1,0
贝达蒂,MAZZOT UHREN;美世德屋赫伦,16313813,3884080,14,True,0.0,0.25,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1,1,0
简悦,MAZZOT UHREN;美世德屋赫伦,16421209,3884080,14,True,0.0,0.2,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,1,1,0
冰爵,MAZZOT UHREN;美世德屋赫伦,16460867,3884080,14,True,0.0,0.2,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1,1,0
金得祥,MAZZOT UHREN;美世德屋赫伦,18351508,3884080,14,True,0.0,0.25,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1,1,0
亚铭,MAZZOT UHREN;美世德屋赫伦,16461014,3884080,14,True,0.0,0.1,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1,1,0
豪灿,MAZZOT UHREN;美世德屋赫伦,18654260,3884080,14,True,0.0,0.15,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1,1,0
炫众,MAZZOT UHREN;美世德屋赫伦,16461016,3884080,14,True,0.0,0.1,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1,1,0
若妃,MAZZOT UHREN;美世德屋赫伦,16421056,3884080,14,True,0.0,0.1,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1,1,0
YS,MAZZOT UHREN;美世德屋赫伦,19886749,3884080,14,True,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,1,1,0
姆可姆可  MOKEMOKO,MAZZOT UHREN;美世德屋赫伦,17786561,3884080,14,True,0.0,0.35,0.0,0.0,0.07,0.0,0.41,0.0,0.0,0.0,1,1,0
翠之印,翡翠之音,16396834,13445643,14,True,0.5,0.73,0.67,0.5,0.86,0.0,0.0,0.0,0.0,0.0,1,1,1
周大溢,MAZZOT UHREN;美世德屋赫伦,16844332,3884080,14,True,0.0,0.2,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,1,1,0
唐熹,唐兮,16158170,15410391,14,True,0.5,1.0,0.5,0.5,0.85,0.59,0.0,0.0,0.0,0.0,1,1,1
唐熹,唐熙,16158170,16089378,14,True,0.5,1.0,0.5,0.5,0.86,0.81,0.0,0.0,0.0,0.0,1,1,1
乾熙阁,MAZZOT UHREN;美世德屋赫伦,16233612,3884080,14,True,0.0,0.2,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1,1,0
周祥熙,MAZZOT UHREN;美世德屋赫伦,16312295,3884080,14,True,0.0,0.15,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1,1,0
雍道堂,MAZZOT UHREN;美世德屋赫伦,16164257,3884080,14,True,0.0,0.15,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1,1,0
雍贤阁,MAZZOT UHREN;美世德屋赫伦,16276369,3884080,14,True,0.0,0.15,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1,1,0
周大韩,MAZZOT UHREN;美世德屋赫伦,16844330,3884080,14,True,0.0,0.25,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,0
乾颐轩,MAZZOT UHREN;美世德屋赫伦,16247758,3884080,14,True,0.0,0.25,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,1,1,0
福雍祥,MAZZOT UHREN;美世德屋赫伦,16321376,3884080,14,True,0.0,0.1,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1,1,0
凤贤祥,MAZZOT UHREN;美世德屋赫伦,16301609,3884080,14,True,0.0,0.15,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1,1,0
唐熙,唐兮,16089378,15410391,14,True,0.5,1.0,0.5,0.5,0.86,0.57,0.0,0.0,0.0,0.0,1,1,1
恒,恒圣,18933731,14910778,14,True,0.5,0.4,1.0,0.5,0.85,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,旭恒,18933731,17133931,14,True,0.5,0.57,1.0,0.5,0.85,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,恒烁,18933731,16130294,14,True,0.5,0.44,1.0,0.5,0.85,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,潮恒基,18933731,12503610,14,True,0.33,0.33,1.0,0.33,0.6,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,吻恒,18933731,18161757,14,True,0.5,0.5,1.0,0.5,0.85,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,恒利,18933731,1560590,14,True,0.5,0.57,1.0,0.5,0.85,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,瑞满恒,18933731,16511197,14,True,0.33,0.33,1.0,0.33,0.61,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,恒佰利,18933731,16499932,14,True,0.33,0.36,1.0,0.33,0.63,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,恒之兴,18933731,16469228,14,True,0.33,0.31,1.0,0.33,0.57,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,金恒稷,18933731,16482548,14,True,0.33,0.36,1.0,0.33,0.61,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,恒卡欧,18933731,16486963,14,True,0.33,0.4,1.0,0.33,0.63,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,恒裕隆,18933731,16248390,14,True,0.33,0.33,1.0,0.33,0.62,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,恒俪尔,18933731,11307605,14,True,0.33,0.4,1.0,0.33,0.63,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,恒冠,18933731,13159546,14,True,0.5,0.44,1.0,0.5,0.86,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,恒晋,18933731,16079524,14,True,0.5,0.5,1.0,0.5,0.85,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,恒都,18933731,15511033,14,True,0.5,0.5,1.0,0.5,0.86,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,恒格,18933731,15511032,14,True,0.5,0.57,1.0,0.5,0.85,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,忠恒,18933731,15517512A,14,True,0.5,0.4,1.0,0.5,0.86,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,恒兴,18933731,15483984,14,True,0.5,0.44,1.0,0.5,0.85,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,恒幸福,18933731,13697730,14,True,0.33,0.33,1.0,0.33,0.62,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,恒久远,18933731,15825213,14,True,0.33,0.31,1.0,0.33,0.62,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,恒行 EVERPRIME,18933731,15847811,14,True,0.5,0.44,1.0,0.5,0.86,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,恒空,18933731,17563868,14,True,0.5,0.44,1.0,0.5,0.86,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,悦恒福,18933731,15946905,14,True,0.33,0.36,1.0,0.33,0.63,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,中恒信,18933731,15938430,14,True,0.33,0.29,1.0,0.33,0.63,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,恒万福,18933731,13826191,14,True,0.33,0.36,1.0,0.33,0.63,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,恒诺,18933731,3898555,14,True,0.5,0.5,1.0,0.5,0.85,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,恒佑情,18933731,16007827,14,True,0.33,0.31,1.0,0.33,0.64,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,恒匠,18933731,15982393,14,True,0.5,0.4,1.0,0.5,0.85,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,恒世福,18933731,15999508,14,True,0.33,0.36,1.0,0.33,0.61,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,恒燕,18933731,16970085,14,True,0.5,0.5,1.0,0.5,0.86,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,欧恒,18933731,14976661,14,True,0.5,0.57,1.0,0.5,0.85,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,恒致,18933731,12639984,14,True,0.5,0.5,1.0,0.5,0.86,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,国恒,18933731,11636039,14,True,0.5,0.5,1.0,0.5,0.86,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,恒生,18933731,4527514,14,True,0.5,0.4,1.0,0.5,0.87,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,恒璟坊,18933731,16327163,14,True,0.33,0.29,1.0,0.33,0.57,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,林恒润,18933731,16336130,14,True,0.33,0.33,1.0,0.33,0.57,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,恒庆,18933731,4566291,14,True,0.5,0.44,1.0,0.5,0.85,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,恒年祥,18933731,12091523,14,True,0.33,0.27,1.0,0.33,0.65,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,恒美园,18933731,4421710,14,True,0.33,0.31,1.0,0.33,0.62,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,恒大,18933731,853410,14,True,0.5,0.57,1.0,0.5,0.86,0.0,0.0,0.0,0.0,0.0,1,0,1
恒,恒源福,18933731,11803363,14,True,0.33,0.33,1.0,0.33,0.6,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,恒申,18933731,11706388,14,True,0.5,0.44,1.0,0.5,0.86,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,恒稼,18933731,15431892,14,True,0.5,0.5,1.0,0.5,0.85,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,恒诺信,18933731,15391655,14,True,0.33,0.33,1.0,0.33,0.6,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,逸恒心,18933731,15396042,14,True,0.33,0.36,1.0,0.33,0.62,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,梦金恒,18933731,17223336,14,True,0.33,0.31,1.0,0.33,0.64,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,恒百福,18933731,17222752A,14,True,0.33,0.36,1.0,0.33,0.6,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,周大恒,18933731,13980341,14,True,0.33,0.33,1.0,0.33,0.61,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,恒伯利,18933731,16663535,14,True,0.33,0.4,1.0,0.33,0.63,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,恒少见,18933731,18798783,14,True,0.33,0.29,1.0,0.33,0.58,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,金玉恒,18933731,4491327,14,True,0.33,0.36,1.0,0.33,0.6,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,君恒,18933731,16445360,14,True,0.5,0.5,1.0,0.5,0.85,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,恒慈,18933731,16444721,14,True,0.5,0.57,1.0,0.5,0.86,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,新雅恒,18933731,15595906,14,True,0.33,0.36,1.0,0.33,0.62,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,妮恒美,18933731,16535895,14,True,0.33,0.36,1.0,0.33,0.62,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,周恒福,18933731,16536414A,14,True,0.33,0.33,1.0,0.33,0.61,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,金世恒,18933731,14533362,14,True,0.33,0.33,1.0,0.33,0.59,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,星恒福,18933731,14060008,14,True,0.33,0.33,1.0,0.33,0.62,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,诺恒  NERA,18933731,15195601,14,True,0.5,0.5,1.0,0.5,0.86,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,恒喜爱,18933731,13641230,14,True,0.33,0.4,1.0,0.33,0.61,0.0,0.0,0.0,0.0,0.0,1,1,1
恒,恒六喜,18933731,17677482,14,True,0.33,0.36,1.0,0.33,0.6,0.0,0.0,0.0,0.0,0.0,1,1,1
