198,010559,0102,工业用碱性碘化物
199,010561,0102,碱金属盐
200,010567,0102,铵盐
201,010569,0102,硝酸银
202,010572,0102,硝酸盐
203,010574,0102,硫酸钡
204,010578,0102,化学用小苏打
205,010632,0102,硅藻土
206,010678,0102,氯化铵溶液
207,010689,0102,碳化硅(原材料)
208,010700,0102,硝酸铵
209,010709,0102,甘汞(氯化亚汞)
210,C010019,0102,麦饭石
211,C010021,0102,碳化铌
212,C010022,0102,碳化钨
213,C010023,0102,合成钡
214,C010024,0102,工业用硝酸铋
215,C010025,0102,碳酸氢铵
216,C010026,0102,轻质碳酸钙
217,C010027,0102,镍盐
218,C010028,0102,硅酸钾
219,C010029,0102,硅酸钙
220,C010031,0102,冰晶粉
221,C010032,0102,锆酸钴
222,C010033,0102,碳酸铜
223,C010034,0102,碳酸锌
224,C010035,0102,碳酸锂
225,C010036,0102,钨酸铵
226,C010037,0102,钨酸钙
227,C010038,0102,钨酸锌
228,C010039,0102,氟硅酸钾
229,C010040,0102,锆氟酸钾
230,C010041,0102,硫氢化钙
231,C010042,0102,碳酸锶
232,C010043,0102,氯化钴
233,C010044,0102,氯化镉
234,C010045,0102,硫化铁
235,010010,0102,醋酸酐
236,010067,0102,酐
237,010070,0102,邻氨基苯甲酸
238,010110,0102,苯基酸
239,010112,0102,苯酸
240,010133,0102,焦木酸
241,010133,0102,木醋
242,010139,0102,儿茶
243,010186,0102,胆酸
244,010199,0102,工业用柠檬酸
245,010277,0102,冰醋酸(稀醋酸)
246,010310,0102,甲酸
247,010320,0102,制墨用棓酸
248,010340,0102,脂肪酸
249,010373,0102,乳酸
250,010407,0102,油酸
251,010412,0102,草酸
252,010437,0102,苦味酸
253,010453,0102,焦棓酸
254,010468,0102,水杨酸
255,010474,0102,癸二酸
256,010497,0102,硬脂酸
257,010508,0102,单宁
258,010511,0102,单宁酸
259,010515,0102,酒石酸
260,010683,0102,工业用谷氨酸
261,C010046,0102,冰醋酸
262,C010047,0102,蚁酸
263,C010048,0102,稀醋酸
264,C010049,0102,丙酸
265,C010050,0102,丁酸
266,C010051,0102,甲基丙烯酸
267,C010052,0102,琥珀酸
268,C010053,0102,己二酸
269,C010054,0102,氯乙酸
270,C010055,0102,环烷酸
271,C010056,0102,石油磺酸
272,C010057,0102,对苯二甲酸
273,C010058,0102,苯醋酸
274,C010059,0102,邻苯二甲酸酐
275,C010060,0102,顺丁烯二酸酐(即失水草果酸酐)
276,C010073,0102,没食子酸
277,010007,0102,醋酸盐(化学品)
278,010123,0102,草酸氢钾
279,010171,0102,醋酸钙
280,010219,0102,化学用酒石酸氢钾
281,010410,0102,一水草酸氢钾
282,010411,0102,草酸盐
283,010440,0102,醋酸铅
284,010514,0102,非药用酒石
285,010564,0102,工业用藻酸盐
286,010565,0102,乙酸铝
287,010565,0102,醋酸铝
288,010668,0102,工业用酒石酸氢钾
289,C010061,0102,米吐尔
290,C010062,0102,氯化苄
291,C010063,0102,蚁酸钠
292,C010064,0102,醋酸钾
293,C010065,0102,醋酸锌
294,C010066,0102,醋酸钴
295,C010067,0102,醋酸锰
296,C010068,0102,吐酒石(即酒石酸锑钾)
297,C010069,0102,酒石酸锑钠
298,C010072,0102,戊基醋酸盐
299,010012,0102,乙炔
300,010013,0102,四氯乙烷
301,010111,0102,苯衍生物
302,010230,0102,甲基异丙基苯
303,010280,0102,乙烷
304,010394,0102,甲烷
305,010399,0102,萘
306,010528,0102,四氯化碳
307,010529,0102,四氯化物
308,010538,0102,甲苯
309,010576,0102,工业用甲基苯
310,010577,0102,甲基苯
311,010638,0102,工业用樟脑
312,010711,0102,混合二甲苯
313,010712,0102,二甲苯
314,010713,0102,苯
315,010714,0102,粗制苯
316,C010074,0102,乙烯
317,C010075,0102,丁烯
318,C010076,0102,异丁烯
319,C010077,0102,异戊二烯
320,C010078,0102,乙基苯
321,C010079,0102,苯乙烯
322,C010080,0102,异丙苯
323,C010081,0102,苯烷
324,C010083,0102,轻苯
325,C010084,0102,氯乙烯
326,C010085,0102,氯丁二烯
327,C010086,0102,二氯乙烷
328,C010087,0102,环氧丙烷
329,C010088,0102,一氯甲烷
330,C010089,0102,二氯甲烷
331,C010090,0102,工业用三氯甲烷
332,C010091,0102,氯乙烷
333,C010092,0102,三氯乙烯
334,C010093,0102,过氯乙烯
335,C010094,0102,偏氯乙烯
336,C010095,0102,对二氯苯
337,C010096,0102,邻二氯苯
338,C010097,0102,二硝基氯化苯
339,C010098,0102,对硝基氯化苯
340,C010099,0102,邻硝基氯化苯
341,C010100,0102,联苯
342,C010101,0102,间二氯苯
343,C010120,0102,环氧乙烷
344,010040,0102,酒精
345,010041,0102,乙醇
346,010065,0102,戊醇
347,010131,0102,木醇
348,010252,0102,工业用甘油
349,010337,0102,乙二醇
350,010547,0102,酒精
351,C010102,0102,精甲醇
352,C010103,0102,异丙醇
353,C010104,0102,丁醇
354,C010105,0102,辛醇
355,C010106,0102,丙二醇
356,C010107,0102,氯乙醇
357,C010108,0102,丙烯醇
358,C010109,0102,异丁醇
359,C010110,0102,叔丁醇
360,C010111,0102,己醇
361,C010112,0102,环己醇
362,C010113,0102,一缩二乙二醇
363,C010114,0102,二缩三乙二醇
364,C010115,0102,季戊四醇
365,C010116,0102,糖醇
366,C010117,0102,山梨醇
367,010281,0102,醚
368,010282,0102,乙醚
369,010283,0102,乙二醇醚
370,010284,0102,甲醚
371,010285,0102,硫酸醚
372,C010119,0102,联苯醚
373,C010121,0102,异丙醚
374,010426,0102,工业用酚
375,010703,0102,工业用类黄酮(酚类化合物)
376,010704,0102,工业用麝香草酚
377,C010071,0102,肉桂油
378,C010122,0102,愈疮木酚
379,C010123,0102,对硝基苯酚
380,C010124,0102,对苯二酚
381,C010125,0102,间苯二酚
382,C010126,0102,对硝基苯酚钠
383,C010127,0102,对氨基酚
384,C010128,0102,间氨基酚
385,C010129,0102,苯酚
386,C010130,0102,2-萘酚
387,010358,0102,(一)联氨
388,010533,0102,对称二苯硫脲
389,010562,0102,生物碱
390,C010082,0102,苯胺
391,C010131,0102,一乙基苯胺
392,C010132,0102,二苯胺
393,C010133,0102,乙酰苯胺
394,C010134,0102,苯乙酰胺
395,C010135,0102,多乙烯多胺
396,C010136,0102,甲萘胺
397,C010137,0102,盐酸羟基胺
398,C010138,0102,双氰胺
399,C010139,0102,三聚氰胺
400,C010140,0102,甲酰胺
401,C010141,0102,一甲胺
402,C010142,0102,二甲胺
403,C010143,0102,二乙胺
404,C010144,0102,乙二胺
405,C010145,0102,三乙醇胺
406,C010146,0102,二乙醇胺
407,C010147,0102,一乙醇胺
408,C010148,0102,硫脲
409,C010149,0102,硝酸胍
410,C010150,0102,硫酸肼
411,C010151,0102,过氧化二苯甲醇
412,C010152,0102,乙腈
413,C010153,0102,三氯三聚氰
414,C010154,0102,皂素
415,C010155,0102,四甲基吡啶
416,C010156,0102,溴化棕榈酸吡啶
417,C010157,0102,丙烯腈
418,010011,0102,丙酮
419,010164,0102,酮
420,C010164,0102,环己酮
421,C010165,0102,对硝基苯乙酮
422,C010166,0102,双乙酮
423,010042,0102,醛
424,010062,0102,氨醛
425,010220,0102,巴豆醛
426,010311,0102,化学用甲醛
427,C010158,0102,苯甲醛
428,C010159,0102,丁醛
429,C010160,0102,糠醛
430,C010161,0102,庚醛
431,C010162,0102,三聚甲醛
432,C010163,0102,多聚甲醛
433,C010167,0102,丙烯醛
434,010064,0102,乙酸戊酯
435,010279,0102,酯
436,010336,0102,甘油酯
437,C010168,0102,硫酸二甲酯
438,C010169,0102,乙酰乙酸乙酯
439,C010170,0102,甲基丙烯酸甲酯
440,C010171,0102,磷酸三丁酯
441,C010172,0102,醛酯
442,C010174,0102,丙烯乙酯
443,C010175,0102,丁酯
444,C010176,0102,丙烯酸2-乙基乙酯
445,010029,0102,琼脂
446,010033,0102,动植物白朊(原料)
447,010034,0102,碘化蛋白
448,010035,0102,麦芽蛋白
449,010069,0102,动物蛋白(原料)
450,010429,0102,磷脂
451,010452,0102,蛋白质(原料)
452,010588,0102,卵磷脂(原料)
453,010591,0102,工业酪蛋白
454,010664,0102,工业用卵磷脂
455,010666,0102,工业用果胶
456,010671,0102,工业用谷蛋白
457,010688,0102,工业用胶原蛋白
458,010697,0102,生产用蛋白质
459,010055,0102,工业用淀粉
460,010155,0102,纤维素
461,010335,0102,糖苷
462,010357,0102,碳水化合物
463,010512,0102,工业用木薯粉
464,010590,0102,工业用纤维素酯
465,010592,0102,纤维素衍生物(化学品)
466,010593,0102,工业用纤维素醚
467,010614,0102,工业用葡萄糖
468,010673,0102,工业用乳糖
469,010674,0102,乳糖(原料)
470,010244,0102,工业淀粉酶
471,010272,0102,工业用酶制剂
472,010273,0102,工业用酶
473,010291,0102,化学用酵素
474,010518,0102,表面活性剂
475,010414,0102,工业用过氧化氢
476,010247,0102,蒸馏水
477,C010020,0102,硅胶
478,010018,0103,锕
479,010054,0103,镅
480,010087,0103,原子堆用燃料
481,010115,0103,锫
482,010142,0103,锎
483,010159,0103,镄
484,010179,0103,核反应堆减速材料
485,010180,0103,可裂变的化学元素
486,010226,0103,锔
487,010253,0103,重水
488,010297,0103,核能用可裂变物质
489,010314,0103,钫
490,010369,0103,工业用同位素
491,010402,0103,镎
492,010442,0103,钚
493,010443,0103,钋
494,010450,0103,钷
495,010451,0103,镤
496,010456,0103,科学用放射性元素
497,010458,0103,科学用镭
498,010535,0103,钍
499,010542,0103,铀
500,010543,0103,氧化铀
501,010077,0104,纺织工业用上浆料
502,010091,0104,纺织品上光化学品
503,010105,0104,长袜用防抽丝物质
504,010127,0104,漂白用润湿剂
505,010127,0104,漂白用浸湿剂
506,010128,0104,蜡漂白化学品
507,010202,0104,罩面漆和底漆上浆料
508,010286,0104,织物用防污化学品
509,010312,0104,纺织工业用漂洗剂
510,010313,0104,漂洗剂
511,010319,0104,五倍子
512,010339,0104,脂肪漂白化学品
513,010362,0104,纺织品防水化学品
514,010363,0104,纺织品浸渍化学品
515,010398,0104,染色用润湿剂
516,010398,0104,染色用浸湿剂
517,010525,0104,纺织工业用漂白土
518,010530,0104,纺织工业用润湿剂
519,010530,0104,纺织工业用浸湿剂
520,C010177,0104,染料助剂
521,C010178,0104,印染用保险粉
522,C010179,0104,印染用吊白粉
523,C010180,0104,固色剂
524,C010181,0104,印染用扩散剂
525,C010182,0104,印染用溶解盐
526,C010183,0104,印染用太古油
527,C010184,0104,印染用渗透剂
528,C010185,0104,增白剂
529,C010186,0104,漂毛粉
530,C010187,0104,防染盐
531,C010188,0104,印染用净洗剂
532,C010189,0104,匀染剂
533,C010190,0104,印染用海藻酸钠
534,C010191,0104,柔软剂
535,C010192,0104,防皱剂
536,C010193,0104,印染用整理剂
537,C010194,0104,纤维润滑剂
538,010030,0104,混凝土用凝结剂
539,010116,0104,混凝土充气用化学品
540,010117,0104,混凝土用除油漆和油外的保护剂
541,010195,0104,除油漆外的水泥防水化学品
542,010196,0104,水泥用除油漆和油外的保护剂
543,010380,0104,石建筑用除油漆和油外的保护剂
544,010381,0104,砖建筑用除油漆和油外的保护剂
545,010540,0104,砖瓦用除油漆和油外的保护剂
546,010617,0104,除油漆外的砖石建筑防潮化学品
547,010001,0104,易燃制剂(发动机燃料用化学添加剂)
548,010020,0104,发动机燃料化学添加剂
549,010020,0104,汽车燃料化学添加剂
550,010021,0104,汽油净化添加剂
551,010026,0104,喷雾器用气体推进剂
552,010071,0104,内燃机抗爆剂
553,010072,0104,防冻剂
554,010089,0104,引擎脱碳用化学品
555,010197,0104,液压循环用传动液
556,010233,0104,油分离化学品
557,010257,0104,燃料节省剂
558,010315,0104,制动液
559,010315,0104,刹车液
560,010351,0104,石油分散剂
561,010352,0104,油分散剂
562,010353,0104,油漂白化学品
563,010354,0104,油净化化学品
564,010604,0104,油脂分离剂
565,010620,0104,吸油用合成材料
566,010643,0104,动力转向液
567,010644,0104,传动液
568,010645,0104,引擎冷却剂用抗沸剂
569,010647,0104,运载工具引擎用冷却剂
570,010654,0104,油类用化学添加剂
571,010706,0104,传动油
572,C010197,0104,起动液
573,C010200,0104,润闸液
574,C010214,0104,硅油乙基
575,010107,0104,除颜料外的制造搪瓷用化学品
576,010109,0104,膨润土
577,010160,0104,陶瓷釉
578,010262,0104,搪瓷遮光剂
579,010263,0104,玻璃遮光剂
580,010265,0104,搪瓷着色化学品
581,010370,0104,瓷土
582,010370,0104,高岭土
583,010386,0104,制毛玻璃用化学品
584,010521,0104,玻璃着色化学品
585,010544,0104,水玻璃(硅酸钠水溶液)
586,010631,0104,制技术陶瓷用合成物
587,010646,0104,烧结用颗粒状和粉状陶瓷物质
588,010006,0104,蓄电池用防泡沫溶液
589,010006,0104,电池用防泡沫溶液
590,010045,0104,促进金属合金形成用化学制剂
591,010081,0104,镀银用银盐溶液
592,010098,0104,镀锌液
593,010098,0104,电镀液
594,010251,0104,蓄电池充电用酸性水
595,010251,0104,电池充电用酸性水
596,010261,0104,原电池盐
597,010324,0104,电镀制剂
598,010500,0104,蓄电池硫酸盐清除剂
599,010500,0104,电池硫酸盐清除剂
600,C010201,0104,电刷镀溶液
601,010275,0104,气体净化剂
602,010611,0104,过滤材料(化学制剂)
603,010612,0104,过滤材料(矿物质)
604,010613,0104,过滤材料(植物质)
605,010621,0104,用作过滤介质的颗粒状陶瓷材料
606,010307,0104,铸造制模用制剂
607,010467,0104,铸造用沙
608,C010202,0104,铸粉
609,010023,0104,水软化剂
610,010254,0104,澄清剂
611,010254,0104,净化剂(澄清剂)
612,010255,0104,离子交换剂
613,010587,0104,絮凝剂
614,010608,0104,水净化用化学品
615,010609,0104,工业用软化剂
616,010073,0104,防水垢剂
617,010174,0104,清洁烟囱用化学品
618,010231,0104,生产加工用除脂剂
619,010240,0104,除水垢剂
620,010241,0104,生产加工用去污剂
621,010377,0104,镜头防污剂
622,010472,0104,工业用肥皂(含金属)
623,010522,0104,玻璃防污剂
624,010523,0104,窗玻璃防污用化学品
625,010635,0104,非家用除水垢剂
626,010648,0104,散热器清洗化学品
627,C010211,0104,工业用洗净剂
628,010343,0104,制清漆用的羯布罗香膏
629,010575,0104,制漆用化学品
630,010606,0104,清漆溶剂
631,010005,0104,(一)硫化加速剂
632,010145,0104,橡胶保护剂
633,010260,0104,非家用抗静电剂
634,010597,0104,工业用炭黑
635,010640,0104,橡胶用化学增强剂
636,010693,0104,生产用抗氧化剂
637,C010203,0104,促进剂
638,C010204,0104,乌洛托品
639,C010206,0104,抗氧剂
640,010019,0104,钻探泥浆用化学添加剂
641,010136,0104,钻探泥浆
642,010004,0104,和研磨剂配用的辅助液
643,010056,0104,液化淀粉制剂(去胶剂)
644,010232,0104,分离和脱胶用制剂
645,010232,0104,脱胶制剂(分离)
646,010232,0104,脱胶和分离用制剂
647,010234,0104,脱胶制剂(溶胶)
648,010234,0104,胶溶剂
649,010653,0104,墙纸清除剂
650,010068,0104,动物炭
651,010165,0104,动物炭制剂
652,010167,0104,骨炭
653,010168,0104,血炭
654,010568,0104,兽炭
655,010003,0104,非食品用防腐盐
656,010016,0104,耐酸化学物质
657,010395,0104,防霉化学制剂
658,C010260,0104,化学防腐剂
659,010025,0104,活性炭
660,010166,0104,过滤用碳
661,010332,0104,吸气剂(化学活性物质)
662,010580,0104,工业用脱色剂
663,010570,0104,工业用亮色化学品
664,010679,0104,制颜料用化学品
665,010008,0104,未加工醋酸纤维素
666,010015,0104,化学冷凝制剂
667,010017,0104,钢材精加工制剂
668,010108,0104,铝土矿
